,Date,Val,Type,Series
88,2006 Q3,27.9,Aged 16-24: UK: Male,Men
89,2006 Q4,28.6,Aged 16-24: UK: Male,Men
90,2007 Q1,28.6,Aged 16-24: UK: Male,Men
91,2007 Q2,29.5,Aged 16-24: UK: Male,Men
92,2007 Q3,29.8,Aged 16-24: UK: Male,Men
93,2007 Q4,29.4,Aged 16-24: UK: Male,Men
94,2008 Q1,29.4,Aged 16-24: UK: Male,Men
95,2008 Q2,30.1,Aged 16-24: UK: Male,Men
96,2008 Q3,29.4,Aged 16-24: UK: Male,Men
97,2008 Q4,29.8,Aged 16-24: UK: Male,Men
98,2009 Q1,31.2,Aged 16-24: UK: Male,Men
99,2009 Q2,31.7,Aged 16-24: UK: Male,Men
100,2009 Q3,33.5,Aged 16-24: UK: Male,Men
101,2009 Q4,35.0,Aged 16-24: UK: Male,Men
102,2010 Q1,34.5,Aged 16-24: UK: Male,Men
103,2010 Q2,33.9,Aged 16-24: UK: Male,Men
104,2010 Q3,33.1,Aged 16-24: UK: Male,Men
105,2010 Q4,33.4,Aged 16-24: UK: Male,Men
106,2011 Q1,34.3,Aged 16-24: UK: Male,Men
107,2011 Q2,33.8,Aged 16-24: UK: Male,Men
108,2011 Q3,34.3,Aged 16-24: UK: Male,Men
109,2011 Q4,34.2,Aged 16-24: UK: Male,Men
110,2012 Q1,33.9,Aged 16-24: UK: Male,Men
111,2012 Q2,33.0,Aged 16-24: UK: Male,Men
112,2012 Q3,33.8,Aged 16-24: UK: Male,Men
113,2012 Q4,33.9,Aged 16-24: UK: Male,Men
114,2013 Q1,35.1,Aged 16-24: UK: Male,Men
115,2013 Q2,35.2,Aged 16-24: UK: Male,Men
116,2013 Q3,34.3,Aged 16-24: UK: Male,Men
117,2013 Q4,34.7,Aged 16-24: UK: Male,Men
118,2014 Q1,35.3,Aged 16-24: UK: Male,Men
119,2014 Q2,35.9,Aged 16-24: UK: Male,Men
120,2014 Q3,36.1,Aged 16-24: UK: Male,Men
121,2014 Q4,35.7,Aged 16-24: UK: Male,Men
122,2015 Q1,35.2,Aged 16-24: UK: Male,Men
123,2015 Q2,35.5,Aged 16-24: UK: Male,Men
124,2015 Q3,34.7,Aged 16-24: UK: Male,Men
125,2015 Q4,35.0,Aged 16-24: UK: Male,Men
126,2016 Q1,35.4,Aged 16-24: UK: Male,Men
127,2016 Q2,35.9,Aged 16-24: UK: Male,Men
128,2016 Q3,36.7,Aged 16-24: UK: Male,Men
129,2016 Q4,36.2,Aged 16-24: UK: Male,Men
130,2017 Q1,36.1,Aged 16-24: UK: Male,Men
131,2017 Q2,36.2,Aged 16-24: UK: Male,Men
132,2017 Q3,38.3,Aged 16-24: UK: Male,Men
133,2017 Q4,37.5,Aged 16-24: UK: Male,Men
134,2018 Q1,36.6,Aged 16-24: UK: Male,Men
135,2018 Q2,36.6,Aged 16-24: UK: Male,Men
136,2018 Q3,36.9,Aged 16-24: UK: Male,Men
137,2018 Q4,35.9,Aged 16-24: UK: Male,Men
138,2019 Q1,37.0,Aged 16-24: UK: Male,Men
139,2019 Q2,37.1,Aged 16-24: UK: Male,Men
140,2019 Q3,37.9,Aged 16-24: UK: Male,Men
141,2019 Q4,36.7,Aged 16-24: UK: Male,Men
142,2020 Q1,36.5,Aged 16-24: UK: Male,Men
143,2020 Q2,37.9,Aged 16-24: UK: Male,Men
144,2020 Q3,39.6,Aged 16-24: UK: Male,Men
145,2020 Q4,40.7,Aged 16-24: UK: Male,Men
146,2021 Q1,41.9,Aged 16-24: UK: Male,Men
147,2021 Q2,41.1,Aged 16-24: UK: Male,Men
148,2021 Q3,39.6,Aged 16-24: UK: Male,Men
149,2021 Q4,39.5,Aged 16-24: UK: Male,Men
150,2022 Q1,39.2,Aged 16-24: UK: Male,Men
151,2022 Q2,38.3,Aged 16-24: UK: Male,Men
152,2022 Q3,40.6,Aged 16-24: UK: Male,Men
153,2022 Q4,39.5,Aged 16-24: UK: Male,Men
154,2023 Q1,36.3,Aged 16-24: UK: Male,Men
155,2023 Q2,35.7,Aged 16-24: UK: Male,Men
31,1992 Q2,5.1,Aged 25-34,Men
32,1992 Q3,5.4,Aged 25-34,Men
33,1992 Q4,5.4,Aged 25-34,Men
34,1993 Q1,5.3,Aged 25-34,Men
35,1993 Q2,5.6,Aged 25-34,Men
36,1993 Q3,5.7,Aged 25-34,Men
37,1993 Q4,5.6,Aged 25-34,Men
38,1994 Q1,5.2,Aged 25-34,Men
39,1994 Q2,5.6,Aged 25-34,Men
40,1994 Q3,5.5,Aged 25-34,Men
41,1994 Q4,5.6,Aged 25-34,Men
42,1995 Q1,5.7,Aged 25-34,Men
43,1995 Q2,6.0,Aged 25-34,Men
44,1995 Q3,6.0,Aged 25-34,Men
45,1995 Q4,6.3,Aged 25-34,Men
46,1996 Q1,6.6,Aged 25-34,Men
47,1996 Q2,6.6,Aged 25-34,Men
48,1996 Q3,6.4,Aged 25-34,Men
49,1996 Q4,6.6,Aged 25-34,Men
50,1997 Q1,6.5,Aged 25-34,Men
51,1997 Q2,6.2,Aged 25-34,Men
52,1997 Q3,6.5,Aged 25-34,Men
53,1997 Q4,6.2,Aged 25-34,Men
54,1998 Q1,6.2,Aged 25-34,Men
55,1998 Q2,6.5,Aged 25-34,Men
56,1998 Q3,6.5,Aged 25-34,Men
57,1998 Q4,6.8,Aged 25-34,Men
58,1999 Q1,6.7,Aged 25-34,Men
59,1999 Q2,6.5,Aged 25-34,Men
60,1999 Q3,5.9,Aged 25-34,Men
61,1999 Q4,6.0,Aged 25-34,Men
62,2000 Q1,6.2,Aged 25-34,Men
63,2000 Q2,6.5,Aged 25-34,Men
64,2000 Q3,6.8,Aged 25-34,Men
65,2000 Q4,6.5,Aged 25-34,Men
66,2001 Q1,6.7,Aged 25-34,Men
67,2001 Q2,6.8,Aged 25-34,Men
68,2001 Q3,6.9,Aged 25-34,Men
69,2001 Q4,6.9,Aged 25-34,Men
70,2002 Q1,6.9,Aged 25-34,Men
71,2002 Q2,7.3,Aged 25-34,Men
72,2002 Q3,7.4,Aged 25-34,Men
73,2002 Q4,7.2,Aged 25-34,Men
74,2003 Q1,7.6,Aged 25-34,Men
75,2003 Q2,7.6,Aged 25-34,Men
76,2003 Q3,7.4,Aged 25-34,Men
77,2003 Q4,8.0,Aged 25-34,Men
78,2004 Q1,8.0,Aged 25-34,Men
79,2004 Q2,8.1,Aged 25-34,Men
80,2004 Q3,8.4,Aged 25-34,Men
81,2004 Q4,7.8,Aged 25-34,Men
82,2005 Q1,7.8,Aged 25-34,Men
83,2005 Q2,8.1,Aged 25-34,Men
84,2005 Q3,7.8,Aged 25-34,Men
85,2005 Q4,7.3,Aged 25-34,Men
86,2006 Q1,7.2,Aged 25-34,Men
87,2006 Q2,7.1,Aged 25-34,Men
88,2006 Q3,7.2,Aged 25-34,Men
89,2006 Q4,7.1,Aged 25-34,Men
90,2007 Q1,7.1,Aged 25-34,Men
91,2007 Q2,6.8,Aged 25-34,Men
92,2007 Q3,6.7,Aged 25-34,Men
93,2007 Q4,7.2,Aged 25-34,Men
94,2008 Q1,6.9,Aged 25-34,Men
95,2008 Q2,6.8,Aged 25-34,Men
96,2008 Q3,7.6,Aged 25-34,Men
97,2008 Q4,7.4,Aged 25-34,Men
98,2009 Q1,6.7,Aged 25-34,Men
99,2009 Q2,7.4,Aged 25-34,Men
100,2009 Q3,7.2,Aged 25-34,Men
101,2009 Q4,7.0,Aged 25-34,Men
102,2010 Q1,7.5,Aged 25-34,Men
103,2010 Q2,7.1,Aged 25-34,Men
104,2010 Q3,6.6,Aged 25-34,Men
105,2010 Q4,7.0,Aged 25-34,Men
106,2011 Q1,7.2,Aged 25-34,Men
107,2011 Q2,7.4,Aged 25-34,Men
108,2011 Q3,7.5,Aged 25-34,Men
109,2011 Q4,7.7,Aged 25-34,Men
110,2012 Q1,7.3,Aged 25-34,Men
111,2012 Q2,7.0,Aged 25-34,Men
112,2012 Q3,7.1,Aged 25-34,Men
113,2012 Q4,6.9,Aged 25-34,Men
114,2013 Q1,6.9,Aged 25-34,Men
115,2013 Q2,6.8,Aged 25-34,Men
116,2013 Q3,6.3,Aged 25-34,Men
117,2013 Q4,6.5,Aged 25-34,Men
118,2014 Q1,6.6,Aged 25-34,Men
119,2014 Q2,6.5,Aged 25-34,Men
120,2014 Q3,7.1,Aged 25-34,Men
121,2014 Q4,7.9,Aged 25-34,Men
122,2015 Q1,7.6,Aged 25-34,Men
123,2015 Q2,7.9,Aged 25-34,Men
124,2015 Q3,7.3,Aged 25-34,Men
125,2015 Q4,6.6,Aged 25-34,Men
126,2016 Q1,6.5,Aged 25-34,Men
127,2016 Q2,6.5,Aged 25-34,Men
128,2016 Q3,6.9,Aged 25-34,Men
129,2016 Q4,7.1,Aged 25-34,Men
130,2017 Q1,7.1,Aged 25-34,Men
131,2017 Q2,6.7,Aged 25-34,Men
132,2017 Q3,6.6,Aged 25-34,Men
133,2017 Q4,6.7,Aged 25-34,Men
134,2018 Q1,7.1,Aged 25-34,Men
135,2018 Q2,6.8,Aged 25-34,Men
136,2018 Q3,7.0,Aged 25-34,Men
137,2018 Q4,6.6,Aged 25-34,Men
138,2019 Q1,7.0,Aged 25-34,Men
139,2019 Q2,6.9,Aged 25-34,Men
140,2019 Q3,6.5,Aged 25-34,Men
141,2019 Q4,6.8,Aged 25-34,Men
142,2020 Q1,6.9,Aged 25-34,Men
143,2020 Q2,7.2,Aged 25-34,Men
144,2020 Q3,7.8,Aged 25-34,Men
145,2020 Q4,8.1,Aged 25-34,Men
146,2021 Q1,8.6,Aged 25-34,Men
147,2021 Q2,8.0,Aged 25-34,Men
148,2021 Q3,8.2,Aged 25-34,Men
149,2021 Q4,8.2,Aged 25-34,Men
150,2022 Q1,7.9,Aged 25-34,Men
151,2022 Q2,8.6,Aged 25-34,Men
152,2022 Q3,8.9,Aged 25-34,Men
153,2022 Q4,8.8,Aged 25-34,Men
154,2023 Q1,8.0,Aged 25-34,Men
155,2023 Q2,7.9,Aged 25-34,Men
31,1992 Q2,22.8,Aged 35-49,Men
32,1992 Q3,22.9,Aged 35-49,Men
33,1992 Q4,22.8,Aged 35-49,Men
34,1993 Q1,23.2,Aged 35-49,Men
35,1993 Q2,22.9,Aged 35-49,Men
36,1993 Q3,22.4,Aged 35-49,Men
37,1993 Q4,22.9,Aged 35-49,Men
38,1994 Q1,22.9,Aged 35-49,Men
39,1994 Q2,23.1,Aged 35-49,Men
40,1994 Q3,23.4,Aged 35-49,Men
41,1994 Q4,23.7,Aged 35-49,Men
42,1995 Q1,23.7,Aged 35-49,Men
43,1995 Q2,23.2,Aged 35-49,Men
44,1995 Q3,23.6,Aged 35-49,Men
45,1995 Q4,23.0,Aged 35-49,Men
46,1996 Q1,22.8,Aged 35-49,Men
47,1996 Q2,22.8,Aged 35-49,Men
48,1996 Q3,23.3,Aged 35-49,Men
49,1996 Q4,22.7,Aged 35-49,Men
50,1997 Q1,23.1,Aged 35-49,Men
51,1997 Q2,23.0,Aged 35-49,Men
52,1997 Q3,22.6,Aged 35-49,Men
53,1997 Q4,22.9,Aged 35-49,Men
54,1998 Q1,23.0,Aged 35-49,Men
55,1998 Q2,22.8,Aged 35-49,Men
56,1998 Q3,22.7,Aged 35-49,Men
57,1998 Q4,22.5,Aged 35-49,Men
58,1999 Q1,22.5,Aged 35-49,Men
59,1999 Q2,22.3,Aged 35-49,Men
60,1999 Q3,22.3,Aged 35-49,Men
61,1999 Q4,22.1,Aged 35-49,Men
62,2000 Q1,22.3,Aged 35-49,Men
63,2000 Q2,22.1,Aged 35-49,Men
64,2000 Q3,21.5,Aged 35-49,Men
65,2000 Q4,22.0,Aged 35-49,Men
66,2001 Q1,21.8,Aged 35-49,Men
67,2001 Q2,21.8,Aged 35-49,Men
68,2001 Q3,22.0,Aged 35-49,Men
69,2001 Q4,22.2,Aged 35-49,Men
70,2002 Q1,22.1,Aged 35-49,Men
71,2002 Q2,21.6,Aged 35-49,Men
72,2002 Q3,21.8,Aged 35-49,Men
73,2002 Q4,21.7,Aged 35-49,Men
74,2003 Q1,21.7,Aged 35-49,Men
75,2003 Q2,22.0,Aged 35-49,Men
76,2003 Q3,22.5,Aged 35-49,Men
77,2003 Q4,22.1,Aged 35-49,Men
78,2004 Q1,22.1,Aged 35-49,Men
79,2004 Q2,21.9,Aged 35-49,Men
80,2004 Q3,22.1,Aged 35-49,Men
81,2004 Q4,22.1,Aged 35-49,Men
82,2005 Q1,21.7,Aged 35-49,Men
83,2005 Q2,21.5,Aged 35-49,Men
84,2005 Q3,20.9,Aged 35-49,Men
85,2005 Q4,21.1,Aged 35-49,Men
86,2006 Q1,20.8,Aged 35-49,Men
87,2006 Q2,21.1,Aged 35-49,Men
88,2006 Q3,21.4,Aged 35-49,Men
89,2006 Q4,21.4,Aged 35-49,Men
90,2007 Q1,21.6,Aged 35-49,Men
91,2007 Q2,21.3,Aged 35-49,Men
92,2007 Q3,21.1,Aged 35-49,Men
93,2007 Q4,20.9,Aged 35-49,Men
94,2008 Q1,20.9,Aged 35-49,Men
95,2008 Q2,20.7,Aged 35-49,Men
96,2008 Q3,21.0,Aged 35-49,Men
97,2008 Q4,20.8,Aged 35-49,Men
98,2009 Q1,20.2,Aged 35-49,Men
99,2009 Q2,20.1,Aged 35-49,Men
100,2009 Q3,19.9,Aged 35-49,Men
101,2009 Q4,19.8,Aged 35-49,Men
102,2010 Q1,20.3,Aged 35-49,Men
103,2010 Q2,20.0,Aged 35-49,Men
104,2010 Q3,19.9,Aged 35-49,Men
105,2010 Q4,20.3,Aged 35-49,Men
106,2011 Q1,20.3,Aged 35-49,Men
107,2011 Q2,20.3,Aged 35-49,Men
108,2011 Q3,20.4,Aged 35-49,Men
109,2011 Q4,19.9,Aged 35-49,Men
110,2012 Q1,19.9,Aged 35-49,Men
111,2012 Q2,19.9,Aged 35-49,Men
112,2012 Q3,19.6,Aged 35-49,Men
113,2012 Q4,19.1,Aged 35-49,Men
114,2013 Q1,19.2,Aged 35-49,Men
115,2013 Q2,19.4,Aged 35-49,Men
116,2013 Q3,19.5,Aged 35-49,Men
117,2013 Q4,19.6,Aged 35-49,Men
118,2014 Q1,19.3,Aged 35-49,Men
119,2014 Q2,18.8,Aged 35-49,Men
120,2014 Q3,18.7,Aged 35-49,Men
121,2014 Q4,18.7,Aged 35-49,Men
122,2015 Q1,18.9,Aged 35-49,Men
123,2015 Q2,19.1,Aged 35-49,Men
124,2015 Q3,19.5,Aged 35-49,Men
125,2015 Q4,19.5,Aged 35-49,Men
126,2016 Q1,19.2,Aged 35-49,Men
127,2016 Q2,19.4,Aged 35-49,Men
128,2016 Q3,19.1,Aged 35-49,Men
129,2016 Q4,19.1,Aged 35-49,Men
130,2017 Q1,19.3,Aged 35-49,Men
131,2017 Q2,18.8,Aged 35-49,Men
132,2017 Q3,19.0,Aged 35-49,Men
133,2017 Q4,18.3,Aged 35-49,Men
134,2018 Q1,17.8,Aged 35-49,Men
135,2018 Q2,17.9,Aged 35-49,Men
136,2018 Q3,18.2,Aged 35-49,Men
137,2018 Q4,18.0,Aged 35-49,Men
138,2019 Q1,18.0,Aged 35-49,Men
139,2019 Q2,18.3,Aged 35-49,Men
140,2019 Q3,18.1,Aged 35-49,Men
141,2019 Q4,17.3,Aged 35-49,Men
142,2020 Q1,17.5,Aged 35-49,Men
143,2020 Q2,17.9,Aged 35-49,Men
144,2020 Q3,17.8,Aged 35-49,Men
145,2020 Q4,17.1,Aged 35-49,Men
146,2021 Q1,17.2,Aged 35-49,Men
147,2021 Q2,16.6,Aged 35-49,Men
148,2021 Q3,16.1,Aged 35-49,Men
149,2021 Q4,16.6,Aged 35-49,Men
150,2022 Q1,17.1,Aged 35-49,Men
151,2022 Q2,16.6,Aged 35-49,Men
152,2022 Q3,16.7,Aged 35-49,Men
153,2022 Q4,17.1,Aged 35-49,Men
154,2023 Q1,17.1,Aged 35-49,Men
155,2023 Q2,16.6,Aged 35-49,Men
31,1992 Q2,26.4,Aged 50-64,Men
32,1992 Q3,26.5,Aged 50-64,Men
33,1992 Q4,26.9,Aged 50-64,Men
34,1993 Q1,26.6,Aged 50-64,Men
35,1993 Q2,27.3,Aged 50-64,Men
36,1993 Q3,27.6,Aged 50-64,Men
37,1993 Q4,27.5,Aged 50-64,Men
38,1994 Q1,27.6,Aged 50-64,Men
39,1994 Q2,27.6,Aged 50-64,Men
40,1994 Q3,27.4,Aged 50-64,Men
41,1994 Q4,28.3,Aged 50-64,Men
42,1995 Q1,28.6,Aged 50-64,Men
43,1995 Q2,28.5,Aged 50-64,Men
44,1995 Q3,28.4,Aged 50-64,Men
45,1995 Q4,28.6,Aged 50-64,Men
46,1996 Q1,28.3,Aged 50-64,Men
47,1996 Q2,28.3,Aged 50-64,Men
48,1996 Q3,28.2,Aged 50-64,Men
49,1996 Q4,28.1,Aged 50-64,Men
50,1997 Q1,27.7,Aged 50-64,Men
51,1997 Q2,27.7,Aged 50-64,Men
52,1997 Q3,27.8,Aged 50-64,Men
53,1997 Q4,28.1,Aged 50-64,Men
54,1998 Q1,28.0,Aged 50-64,Men
55,1998 Q2,28.2,Aged 50-64,Men
56,1998 Q3,28.0,Aged 50-64,Men
57,1998 Q4,27.5,Aged 50-64,Men
58,1999 Q1,27.4,Aged 50-64,Men
59,1999 Q2,27.6,Aged 50-64,Men
60,1999 Q3,27.8,Aged 50-64,Men
61,1999 Q4,27.8,Aged 50-64,Men
62,2000 Q1,27.9,Aged 50-64,Men
63,2000 Q2,27.4,Aged 50-64,Men
64,2000 Q3,27.5,Aged 50-64,Men
65,2000 Q4,27.3,Aged 50-64,Men
66,2001 Q1,27.1,Aged 50-64,Men
67,2001 Q2,27.2,Aged 50-64,Men
68,2001 Q3,26.9,Aged 50-64,Men
69,2001 Q4,27.1,Aged 50-64,Men
70,2002 Q1,27.6,Aged 50-64,Men
71,2002 Q2,27.1,Aged 50-64,Men
72,2002 Q3,26.5,Aged 50-64,Men
73,2002 Q4,25.9,Aged 50-64,Men
74,2003 Q1,25.7,Aged 50-64,Men
75,2003 Q2,24.9,Aged 50-64,Men
76,2003 Q3,25.7,Aged 50-64,Men
77,2003 Q4,25.7,Aged 50-64,Men
78,2004 Q1,25.6,Aged 50-64,Men
79,2004 Q2,25.5,Aged 50-64,Men
80,2004 Q3,25.6,Aged 50-64,Men
81,2004 Q4,25.3,Aged 50-64,Men
82,2005 Q1,25.1,Aged 50-64,Men
83,2005 Q2,25.4,Aged 50-64,Men
84,2005 Q3,25.1,Aged 50-64,Men
85,2005 Q4,24.9,Aged 50-64,Men
86,2006 Q1,25.4,Aged 50-64,Men
87,2006 Q2,24.9,Aged 50-64,Men
88,2006 Q3,24.9,Aged 50-64,Men
89,2006 Q4,25.2,Aged 50-64,Men
90,2007 Q1,25.3,Aged 50-64,Men
91,2007 Q2,24.7,Aged 50-64,Men
92,2007 Q3,24.6,Aged 50-64,Men
93,2007 Q4,24.2,Aged 50-64,Men
94,2008 Q1,24.2,Aged 50-64,Men
95,2008 Q2,24.0,Aged 50-64,Men
96,2008 Q3,24.3,Aged 50-64,Men
97,2008 Q4,23.8,Aged 50-64,Men
98,2009 Q1,23.2,Aged 50-64,Men
99,2009 Q2,23.6,Aged 50-64,Men
100,2009 Q3,23.6,Aged 50-64,Men
101,2009 Q4,24.0,Aged 50-64,Men
102,2010 Q1,24.0,Aged 50-64,Men
103,2010 Q2,24.1,Aged 50-64,Men
104,2010 Q3,24.2,Aged 50-64,Men
105,2010 Q4,24.5,Aged 50-64,Men
106,2011 Q1,24.3,Aged 50-64,Men
107,2011 Q2,24.6,Aged 50-64,Men
108,2011 Q3,25.0,Aged 50-64,Men
109,2011 Q4,24.3,Aged 50-64,Men
110,2012 Q1,24.1,Aged 50-64,Men
111,2012 Q2,23.9,Aged 50-64,Men
112,2012 Q3,23.4,Aged 50-64,Men
113,2012 Q4,23.0,Aged 50-64,Men
114,2013 Q1,23.2,Aged 50-64,Men
115,2013 Q2,22.8,Aged 50-64,Men
116,2013 Q3,22.2,Aged 50-64,Men
117,2013 Q4,22.0,Aged 50-64,Men
118,2014 Q1,22.1,Aged 50-64,Men
119,2014 Q2,22.3,Aged 50-64,Men
120,2014 Q3,21.9,Aged 50-64,Men
121,2014 Q4,22.4,Aged 50-64,Men
122,2015 Q1,22.5,Aged 50-64,Men
123,2015 Q2,22.1,Aged 50-64,Men
124,2015 Q3,21.8,Aged 50-64,Men
125,2015 Q4,21.2,Aged 50-64,Men
126,2016 Q1,21.3,Aged 50-64,Men
127,2016 Q2,21.2,Aged 50-64,Men
128,2016 Q3,20.8,Aged 50-64,Men
129,2016 Q4,21.1,Aged 50-64,Men
130,2017 Q1,21.1,Aged 50-64,Men
131,2017 Q2,21.2,Aged 50-64,Men
132,2017 Q3,21.7,Aged 50-64,Men
133,2017 Q4,21.6,Aged 50-64,Men
134,2018 Q1,21.1,Aged 50-64,Men
135,2018 Q2,21.3,Aged 50-64,Men
136,2018 Q3,21.0,Aged 50-64,Men
137,2018 Q4,21.3,Aged 50-64,Men
138,2019 Q1,20.9,Aged 50-64,Men
139,2019 Q2,21.3,Aged 50-64,Men
140,2019 Q3,20.7,Aged 50-64,Men
141,2019 Q4,20.7,Aged 50-64,Men
142,2020 Q1,20.8,Aged 50-64,Men
143,2020 Q2,21.3,Aged 50-64,Men
144,2020 Q3,21.3,Aged 50-64,Men
145,2020 Q4,21.4,Aged 50-64,Men
146,2021 Q1,22.1,Aged 50-64,Men
147,2021 Q2,22.2,Aged 50-64,Men
148,2021 Q3,22.5,Aged 50-64,Men
149,2021 Q4,22.7,Aged 50-64,Men
150,2022 Q1,23.0,Aged 50-64,Men
151,2022 Q2,23.2,Aged 50-64,Men
152,2022 Q3,22.3,Aged 50-64,Men
153,2022 Q4,22.4,Aged 50-64,Men
154,2023 Q1,22.1,Aged 50-64,Men
155,2023 Q2,22.1,Aged 50-64,Men
31,1992 Q2,31.1,Aged 16-24: UK: Female,Women
32,1992 Q3,31.5,Aged 16-24: UK: Female,Women
33,1992 Q4,31.0,Aged 16-24: UK: Female,Women
34,1993 Q1,31.3,Aged 16-24: UK: Female,Women
35,1993 Q2,31.7,Aged 16-24: UK: Female,Women
36,1993 Q3,32.4,Aged 16-24: UK: Female,Women
37,1993 Q4,32.3,Aged 16-24: UK: Female,Women
38,1994 Q1,32.8,Aged 16-24: UK: Female,Women
39,1994 Q2,33.0,Aged 16-24: UK: Female,Women
40,1994 Q3,33.0,Aged 16-24: UK: Female,Women
41,1994 Q4,34.2,Aged 16-24: UK: Female,Women
42,1995 Q1,33.8,Aged 16-24: UK: Female,Women
43,1995 Q2,33.6,Aged 16-24: UK: Female,Women
44,1995 Q3,32.0,Aged 16-24: UK: Female,Women
45,1995 Q4,32.6,Aged 16-24: UK: Female,Women
46,1996 Q1,32.7,Aged 16-24: UK: Female,Women
47,1996 Q2,32.3,Aged 16-24: UK: Female,Women
48,1996 Q3,32.6,Aged 16-24: UK: Female,Women
49,1996 Q4,31.7,Aged 16-24: UK: Female,Women
50,1997 Q1,31.9,Aged 16-24: UK: Female,Women
51,1997 Q2,31.1,Aged 16-24: UK: Female,Women
52,1997 Q3,31.8,Aged 16-24: UK: Female,Women
53,1997 Q4,31.2,Aged 16-24: UK: Female,Women
54,1998 Q1,31.9,Aged 16-24: UK: Female,Women
55,1998 Q2,31.8,Aged 16-24: UK: Female,Women
56,1998 Q3,31.5,Aged 16-24: UK: Female,Women
57,1998 Q4,31.8,Aged 16-24: UK: Female,Women
58,1999 Q1,31.6,Aged 16-24: UK: Female,Women
59,1999 Q2,33.0,Aged 16-24: UK: Female,Women
60,1999 Q3,32.0,Aged 16-24: UK: Female,Women
61,1999 Q4,31.9,Aged 16-24: UK: Female,Women
62,2000 Q1,31.6,Aged 16-24: UK: Female,Women
63,2000 Q2,32.4,Aged 16-24: UK: Female,Women
64,2000 Q3,32.1,Aged 16-24: UK: Female,Women
65,2000 Q4,33.2,Aged 16-24: UK: Female,Women
66,2001 Q1,33.5,Aged 16-24: UK: Female,Women
67,2001 Q2,32.8,Aged 16-24: UK: Female,Women
68,2001 Q3,33.5,Aged 16-24: UK: Female,Women
69,2001 Q4,32.5,Aged 16-24: UK: Female,Women
70,2002 Q1,33.1,Aged 16-24: UK: Female,Women
71,2002 Q2,33.0,Aged 16-24: UK: Female,Women
72,2002 Q3,32.7,Aged 16-24: UK: Female,Women
73,2002 Q4,33.1,Aged 16-24: UK: Female,Women
74,2003 Q1,33.5,Aged 16-24: UK: Female,Women
75,2003 Q2,34.3,Aged 16-24: UK: Female,Women
76,2003 Q3,34.1,Aged 16-24: UK: Female,Women
77,2003 Q4,33.7,Aged 16-24: UK: Female,Women
78,2004 Q1,32.8,Aged 16-24: UK: Female,Women
79,2004 Q2,33.9,Aged 16-24: UK: Female,Women
80,2004 Q3,33.8,Aged 16-24: UK: Female,Women
81,2004 Q4,33.7,Aged 16-24: UK: Female,Women
82,2005 Q1,34.7,Aged 16-24: UK: Female,Women
83,2005 Q2,34.9,Aged 16-24: UK: Female,Women
84,2005 Q3,35.5,Aged 16-24: UK: Female,Women
85,2005 Q4,36.1,Aged 16-24: UK: Female,Women
86,2006 Q1,34.8,Aged 16-24: UK: Female,Women
87,2006 Q2,34.2,Aged 16-24: UK: Female,Women
88,2006 Q3,34.7,Aged 16-24: UK: Female,Women
89,2006 Q4,34.3,Aged 16-24: UK: Female,Women
90,2007 Q1,35.4,Aged 16-24: UK: Female,Women
91,2007 Q2,35.7,Aged 16-24: UK: Female,Women
92,2007 Q3,35.4,Aged 16-24: UK: Female,Women
93,2007 Q4,35.6,Aged 16-24: UK: Female,Women
94,2008 Q1,36.0,Aged 16-24: UK: Female,Women
95,2008 Q2,36.0,Aged 16-24: UK: Female,Women
96,2008 Q3,36.5,Aged 16-24: UK: Female,Women
97,2008 Q4,36.8,Aged 16-24: UK: Female,Women
98,2009 Q1,37.0,Aged 16-24: UK: Female,Women
99,2009 Q2,37.9,Aged 16-24: UK: Female,Women
100,2009 Q3,38.2,Aged 16-24: UK: Female,Women
101,2009 Q4,38.3,Aged 16-24: UK: Female,Women
102,2010 Q1,38.7,Aged 16-24: UK: Female,Women
103,2010 Q2,38.4,Aged 16-24: UK: Female,Women
104,2010 Q3,38.8,Aged 16-24: UK: Female,Women
105,2010 Q4,39.6,Aged 16-24: UK: Female,Women
106,2011 Q1,39.2,Aged 16-24: UK: Female,Women
107,2011 Q2,39.0,Aged 16-24: UK: Female,Women
108,2011 Q3,39.2,Aged 16-24: UK: Female,Women
109,2011 Q4,39.0,Aged 16-24: UK: Female,Women
110,2012 Q1,39.1,Aged 16-24: UK: Female,Women
111,2012 Q2,38.4,Aged 16-24: UK: Female,Women
112,2012 Q3,38.4,Aged 16-24: UK: Female,Women
113,2012 Q4,37.6,Aged 16-24: UK: Female,Women
114,2013 Q1,38.1,Aged 16-24: UK: Female,Women
115,2013 Q2,39.2,Aged 16-24: UK: Female,Women
116,2013 Q3,38.2,Aged 16-24: UK: Female,Women
117,2013 Q4,38.4,Aged 16-24: UK: Female,Women
118,2014 Q1,38.8,Aged 16-24: UK: Female,Women
119,2014 Q2,38.9,Aged 16-24: UK: Female,Women
120,2014 Q3,38.6,Aged 16-24: UK: Female,Women
121,2014 Q4,38.6,Aged 16-24: UK: Female,Women
122,2015 Q1,38.4,Aged 16-24: UK: Female,Women
123,2015 Q2,37.7,Aged 16-24: UK: Female,Women
124,2015 Q3,37.7,Aged 16-24: UK: Female,Women
125,2015 Q4,38.2,Aged 16-24: UK: Female,Women
126,2016 Q1,37.7,Aged 16-24: UK: Female,Women
127,2016 Q2,37.6,Aged 16-24: UK: Female,Women
128,2016 Q3,37.7,Aged 16-24: UK: Female,Women
