,Date,Val,Type,Series
391,2011 NOV,15.3,Aged 25-34,All
392,2011 DEC,15.3,Aged 25-34,All
393,2012 JAN,15.4,Aged 25-34,All
394,2012 FEB,15.2,Aged 25-34,All
395,2012 MAR,15.2,Aged 25-34,All
396,2012 APR,15.2,Aged 25-34,All
397,2012 MAY,15.2,Aged 25-34,All
398,2012 JUN,14.9,Aged 25-34,All
399,2012 JUL,14.9,Aged 25-34,All
400,2012 AUG,15.0,Aged 25-34,All
401,2012 SEP,15.3,Aged 25-34,All
402,2012 OCT,15.2,Aged 25-34,All
403,2012 NOV,14.9,Aged 25-34,All
404,2012 DEC,14.7,Aged 25-34,All
405,2013 JAN,14.7,Aged 25-34,All
406,2013 FEB,15.0,Aged 25-34,All
407,2013 MAR,14.9,Aged 25-34,All
408,2013 APR,15.0,Aged 25-34,All
409,2013 MAY,14.7,Aged 25-34,All
410,2013 JUN,14.6,Aged 25-34,All
411,2013 JUL,14.6,Aged 25-34,All
412,2013 AUG,14.5,Aged 25-34,All
413,2013 SEP,14.6,Aged 25-34,All
414,2013 OCT,14.7,Aged 25-34,All
415,2013 NOV,14.6,Aged 25-34,All
416,2013 DEC,14.7,Aged 25-34,All
417,2014 JAN,14.4,Aged 25-34,All
418,2014 FEB,14.3,Aged 25-34,All
419,2014 MAR,14.1,Aged 25-34,All
420,2014 APR,14.2,Aged 25-34,All
421,2014 MAY,14.4,Aged 25-34,All
422,2014 JUN,14.7,Aged 25-34,All
423,2014 JUL,14.8,Aged 25-34,All
424,2014 AUG,14.8,Aged 25-34,All
425,2014 SEP,14.7,Aged 25-34,All
426,2014 OCT,14.8,Aged 25-34,All
427,2014 NOV,15.1,Aged 25-34,All
428,2014 DEC,15.1,Aged 25-34,All
429,2015 JAN,15.1,Aged 25-34,All
430,2015 FEB,15.0,Aged 25-34,All
431,2015 MAR,15.1,Aged 25-34,All
432,2015 APR,14.9,Aged 25-34,All
433,2015 MAY,15.0,Aged 25-34,All
434,2015 JUN,14.9,Aged 25-34,All
435,2015 JUL,14.7,Aged 25-34,All
436,2015 AUG,14.5,Aged 25-34,All
437,2015 SEP,14.3,Aged 25-34,All
438,2015 OCT,14.2,Aged 25-34,All
439,2015 NOV,14.0,Aged 25-34,All
440,2015 DEC,14.0,Aged 25-34,All
441,2016 JAN,14.2,Aged 25-34,All
442,2016 FEB,14.3,Aged 25-34,All
443,2016 MAR,14.0,Aged 25-34,All
444,2016 APR,14.0,Aged 25-34,All
445,2016 MAY,14.0,Aged 25-34,All
446,2016 JUN,13.9,Aged 25-34,All
447,2016 JUL,14.0,Aged 25-34,All
448,2016 AUG,14.1,Aged 25-34,All
449,2016 SEP,14.0,Aged 25-34,All
450,2016 OCT,14.0,Aged 25-34,All
451,2016 NOV,14.0,Aged 25-34,All
452,2016 DEC,14.0,Aged 25-34,All
453,2017 JAN,14.0,Aged 25-34,All
454,2017 FEB,13.7,Aged 25-34,All
455,2017 MAR,13.8,Aged 25-34,All
456,2017 APR,13.6,Aged 25-34,All
457,2017 MAY,13.2,Aged 25-34,All
458,2017 JUN,13.0,Aged 25-34,All
459,2017 JUL,13.2,Aged 25-34,All
460,2017 AUG,13.1,Aged 25-34,All
461,2017 SEP,13.5,Aged 25-34,All
462,2017 OCT,13.2,Aged 25-34,All
463,2017 NOV,13.2,Aged 25-34,All
464,2017 DEC,13.0,Aged 25-34,All
465,2018 JAN,13.2,Aged 25-34,All
466,2018 FEB,13.4,Aged 25-34,All
467,2018 MAR,13.3,Aged 25-34,All
468,2018 APR,13.2,Aged 25-34,All
469,2018 MAY,13.4,Aged 25-34,All
470,2018 JUN,13.4,Aged 25-34,All
471,2018 JUL,13.4,Aged 25-34,All
472,2018 AUG,13.3,Aged 25-34,All
473,2018 SEP,13.2,Aged 25-34,All
474,2018 OCT,13.3,Aged 25-34,All
475,2018 NOV,13.0,Aged 25-34,All
476,2018 DEC,12.9,Aged 25-34,All
477,2019 JAN,12.7,Aged 25-34,All
478,2019 FEB,12.8,Aged 25-34,All
479,2019 MAR,12.7,Aged 25-34,All
480,2019 APR,12.7,Aged 25-34,All
481,2019 MAY,12.6,Aged 25-34,All
482,2019 JUN,12.7,Aged 25-34,All
483,2019 JUL,12.7,Aged 25-34,All
484,2019 AUG,12.4,Aged 25-34,All
485,2019 SEP,12.4,Aged 25-34,All
486,2019 OCT,12.1,Aged 25-34,All
487,2019 NOV,12.2,Aged 25-34,All
488,2019 DEC,12.1,Aged 25-34,All
489,2020 JAN,11.9,Aged 25-34,All
490,2020 FEB,11.9,Aged 25-34,All
491,2020 MAR,12.2,Aged 25-34,All
492,2020 APR,12.1,Aged 25-34,All
493,2020 MAY,12.0,Aged 25-34,All
494,2020 JUN,11.3,Aged 25-34,All
495,2020 JUL,11.4,Aged 25-34,All
496,2020 AUG,11.3,Aged 25-34,All
497,2020 SEP,11.4,Aged 25-34,All
498,2020 OCT,11.5,Aged 25-34,All
499,2020 NOV,11.7,Aged 25-34,All
500,2020 DEC,11.8,Aged 25-34,All
501,2021 JAN,11.6,Aged 25-34,All
502,2021 FEB,11.9,Aged 25-34,All
503,2021 MAR,11.7,Aged 25-34,All
504,2021 APR,12.0,Aged 25-34,All
505,2021 MAY,11.9,Aged 25-34,All
506,2021 JUN,12.1,Aged 25-34,All
507,2021 JUL,12.4,Aged 25-34,All
508,2021 AUG,12.4,Aged 25-34,All
509,2021 SEP,12.4,Aged 25-34,All
510,2021 OCT,12.6,Aged 25-34,All
511,2021 NOV,12.6,Aged 25-34,All
512,2021 DEC,12.4,Aged 25-34,All
513,2022 JAN,12.6,Aged 25-34,All
514,2022 FEB,12.5,Aged 25-34,All
515,2022 MAR,12.6,Aged 25-34,All
516,2022 APR,12.2,Aged 25-34,All
517,2022 MAY,12.5,Aged 25-34,All
518,2022 JUN,12.7,Aged 25-34,All
519,2022 JUL,12.6,Aged 25-34,All
520,2022 AUG,12.5,Aged 25-34,All
521,2022 SEP,12.4,Aged 25-34,All
522,2022 OCT,12.3,Aged 25-34,All
523,2022 NOV,12.3,Aged 25-34,All
524,2022 DEC,12.3,Aged 25-34,All
525,2023 JAN,12.1,Aged 25-34,All
526,2023 FEB,11.7,Aged 25-34,All
527,2023 MAR,11.9,Aged 25-34,All
528,2023 APR,11.8,Aged 25-34,All
529,2023 MAY,11.8,Aged 25-34,All
156,1992 APR,38.7,Aged 50-64,All
157,1992 MAY,38.8,Aged 50-64,All
158,1992 JUN,38.7,Aged 50-64,All
159,1992 JUL,38.6,Aged 50-64,All
160,1992 AUG,38.7,Aged 50-64,All
161,1992 SEP,38.9,Aged 50-64,All
162,1992 OCT,38.9,Aged 50-64,All
163,1992 NOV,39.0,Aged 50-64,All
164,1992 DEC,38.8,Aged 50-64,All
165,1993 JAN,38.8,Aged 50-64,All
166,1993 FEB,38.7,Aged 50-64,All
167,1993 MAR,38.6,Aged 50-64,All
168,1993 APR,38.8,Aged 50-64,All
169,1993 MAY,38.9,Aged 50-64,All
170,1993 JUN,38.9,Aged 50-64,All
171,1993 JUL,39.1,Aged 50-64,All
172,1993 AUG,39.1,Aged 50-64,All
173,1993 SEP,39.0,Aged 50-64,All
174,1993 OCT,38.8,Aged 50-64,All
175,1993 NOV,38.7,Aged 50-64,All
176,1993 DEC,38.6,Aged 50-64,All
177,1994 JAN,38.5,Aged 50-64,All
178,1994 FEB,38.6,Aged 50-64,All
179,1994 MAR,38.5,Aged 50-64,All
180,1994 APR,38.4,Aged 50-64,All
181,1994 MAY,38.4,Aged 50-64,All
182,1994 JUN,38.2,Aged 50-64,All
183,1994 JUL,38.3,Aged 50-64,All
184,1994 AUG,38.4,Aged 50-64,All
185,1994 SEP,38.4,Aged 50-64,All
186,1994 OCT,38.4,Aged 50-64,All
187,1994 NOV,38.6,Aged 50-64,All
188,1994 DEC,38.9,Aged 50-64,All
189,1995 JAN,39.0,Aged 50-64,All
190,1995 FEB,38.8,Aged 50-64,All
191,1995 MAR,38.6,Aged 50-64,All
192,1995 APR,38.7,Aged 50-64,All
193,1995 MAY,38.7,Aged 50-64,All
194,1995 JUN,38.6,Aged 50-64,All
195,1995 JUL,38.5,Aged 50-64,All
196,1995 AUG,38.5,Aged 50-64,All
197,1995 SEP,38.7,Aged 50-64,All
198,1995 OCT,38.5,Aged 50-64,All
199,1995 NOV,38.6,Aged 50-64,All
200,1995 DEC,38.5,Aged 50-64,All
201,1996 JAN,38.6,Aged 50-64,All
202,1996 FEB,38.6,Aged 50-64,All
203,1996 MAR,38.5,Aged 50-64,All
204,1996 APR,38.5,Aged 50-64,All
205,1996 MAY,38.6,Aged 50-64,All
206,1996 JUN,38.4,Aged 50-64,All
207,1996 JUL,38.3,Aged 50-64,All
208,1996 AUG,38.3,Aged 50-64,All
209,1996 SEP,38.1,Aged 50-64,All
210,1996 OCT,38.2,Aged 50-64,All
211,1996 NOV,38.4,Aged 50-64,All
212,1996 DEC,38.2,Aged 50-64,All
213,1997 JAN,38.1,Aged 50-64,All
214,1997 FEB,37.8,Aged 50-64,All
215,1997 MAR,37.8,Aged 50-64,All
216,1997 APR,37.8,Aged 50-64,All
217,1997 MAY,37.7,Aged 50-64,All
218,1997 JUN,37.8,Aged 50-64,All
219,1997 JUL,37.9,Aged 50-64,All
220,1997 AUG,37.9,Aged 50-64,All
221,1997 SEP,38.0,Aged 50-64,All
222,1997 OCT,38.1,Aged 50-64,All
223,1997 NOV,38.2,Aged 50-64,All
224,1997 DEC,38.2,Aged 50-64,All
225,1998 JAN,38.0,Aged 50-64,All
226,1998 FEB,38.0,Aged 50-64,All
227,1998 MAR,37.9,Aged 50-64,All
228,1998 APR,37.9,Aged 50-64,All
229,1998 MAY,38.1,Aged 50-64,All
230,1998 JUN,37.8,Aged 50-64,All
231,1998 JUL,37.6,Aged 50-64,All
232,1998 AUG,37.7,Aged 50-64,All
233,1998 SEP,37.4,Aged 50-64,All
234,1998 OCT,37.2,Aged 50-64,All
235,1998 NOV,37.1,Aged 50-64,All
236,1998 DEC,37.0,Aged 50-64,All
237,1999 JAN,37.1,Aged 50-64,All
238,1999 FEB,37.1,Aged 50-64,All
239,1999 MAR,37.1,Aged 50-64,All
240,1999 APR,37.2,Aged 50-64,All
241,1999 MAY,37.2,Aged 50-64,All
242,1999 JUN,37.4,Aged 50-64,All
243,1999 JUL,37.4,Aged 50-64,All
244,1999 AUG,37.4,Aged 50-64,All
245,1999 SEP,37.3,Aged 50-64,All
246,1999 OCT,37.1,Aged 50-64,All
247,1999 NOV,37.0,Aged 50-64,All
248,1999 DEC,36.8,Aged 50-64,All
249,2000 JAN,37.1,Aged 50-64,All
250,2000 FEB,36.9,Aged 50-64,All
251,2000 MAR,36.9,Aged 50-64,All
252,2000 APR,36.7,Aged 50-64,All
253,2000 MAY,36.5,Aged 50-64,All
254,2000 JUN,36.5,Aged 50-64,All
255,2000 JUL,36.5,Aged 50-64,All
256,2000 AUG,36.6,Aged 50-64,All
257,2000 SEP,36.5,Aged 50-64,All
258,2000 OCT,36.5,Aged 50-64,All
259,2000 NOV,36.4,Aged 50-64,All
260,2000 DEC,36.3,Aged 50-64,All
261,2001 JAN,36.2,Aged 50-64,All
262,2001 FEB,36.2,Aged 50-64,All
263,2001 MAR,36.0,Aged 50-64,All
264,2001 APR,36.1,Aged 50-64,All
265,2001 MAY,36.1,Aged 50-64,All
266,2001 JUN,36.0,Aged 50-64,All
267,2001 JUL,35.8,Aged 50-64,All
268,2001 AUG,36.0,Aged 50-64,All
269,2001 SEP,36.1,Aged 50-64,All
270,2001 OCT,35.8,Aged 50-64,All
271,2001 NOV,35.7,Aged 50-64,All
272,2001 DEC,36.0,Aged 50-64,All
273,2002 JAN,35.9,Aged 50-64,All
274,2002 FEB,36.1,Aged 50-64,All
275,2002 MAR,35.9,Aged 50-64,All
276,2002 APR,35.7,Aged 50-64,All
277,2002 MAY,35.5,Aged 50-64,All
278,2002 JUN,35.4,Aged 50-64,All
279,2002 JUL,35.3,Aged 50-64,All
280,2002 AUG,35.1,Aged 50-64,All
281,2002 SEP,35.0,Aged 50-64,All
282,2002 OCT,34.9,Aged 50-64,All
283,2002 NOV,34.7,Aged 50-64,All
284,2002 DEC,34.7,Aged 50-64,All
285,2003 JAN,34.9,Aged 50-64,All
286,2003 FEB,34.6,Aged 50-64,All
287,2003 MAR,34.4,Aged 50-64,All
288,2003 APR,34.3,Aged 50-64,All
289,2003 MAY,34.0,Aged 50-64,All
290,2003 JUN,33.9,Aged 50-64,All
291,2003 JUL,34.0,Aged 50-64,All
292,2003 AUG,34.1,Aged 50-64,All
293,2003 SEP,34.1,Aged 50-64,All
294,2003 OCT,34.3,Aged 50-64,All
295,2003 NOV,34.4,Aged 50-64,All
296,2003 DEC,34.3,Aged 50-64,All
297,2004 JAN,34.1,Aged 50-64,All
298,2004 FEB,34.0,Aged 50-64,All
299,2004 MAR,34.0,Aged 50-64,All
300,2004 APR,34.1,Aged 50-64,All
301,2004 MAY,34.1,Aged 50-64,All
302,2004 JUN,34.0,Aged 50-64,All
303,2004 JUL,34.2,Aged 50-64,All
304,2004 AUG,34.2,Aged 50-64,All
305,2004 SEP,34.1,Aged 50-64,All
306,2004 OCT,33.8,Aged 50-64,All
307,2004 NOV,33.8,Aged 50-64,All
308,2004 DEC,33.7,Aged 50-64,All
309,2005 JAN,33.6,Aged 50-64,All
310,2005 FEB,33.7,Aged 50-64,All
311,2005 MAR,33.8,Aged 50-64,All
312,2005 APR,33.8,Aged 50-64,All
313,2005 MAY,33.7,Aged 50-64,All
314,2005 JUN,33.7,Aged 50-64,All
315,2005 JUL,33.6,Aged 50-64,All
316,2005 AUG,33.4,Aged 50-64,All
317,2005 SEP,33.5,Aged 50-64,All
318,2005 OCT,33.4,Aged 50-64,All
319,2005 NOV,33.4,Aged 50-64,All
320,2005 DEC,33.3,Aged 50-64,All
321,2006 JAN,33.4,Aged 50-64,All
322,2006 FEB,33.3,Aged 50-64,All
323,2006 MAR,33.2,Aged 50-64,All
324,2006 APR,33.2,Aged 50-64,All
325,2006 MAY,33.0,Aged 50-64,All
326,2006 JUN,32.8,Aged 50-64,All
327,2006 JUL,32.7,Aged 50-64,All
328,2006 AUG,32.9,Aged 50-64,All
329,2006 SEP,33.0,Aged 50-64,All
330,2006 OCT,33.1,Aged 50-64,All
331,2006 NOV,33.1,Aged 50-64,All
332,2006 DEC,33.1,Aged 50-64,All
333,2007 JAN,33.2,Aged 50-64,All
334,2007 FEB,33.2,Aged 50-64,All
335,2007 MAR,33.1,Aged 50-64,All
336,2007 APR,32.8,Aged 50-64,All
337,2007 MAY,32.9,Aged 50-64,All
338,2007 JUN,33.0,Aged 50-64,All
339,2007 JUL,33.0,Aged 50-64,All
340,2007 AUG,32.9,Aged 50-64,All
341,2007 SEP,32.7,Aged 50-64,All
342,2007 OCT,32.5,Aged 50-64,All
343,2007 NOV,32.4,Aged 50-64,All
344,2007 DEC,32.5,Aged 50-64,All
345,2008 JAN,32.4,Aged 50-64,All
346,2008 FEB,32.4,Aged 50-64,All
347,2008 MAR,32.2,Aged 50-64,All
348,2008 APR,32.5,Aged 50-64,All
349,2008 MAY,32.3,Aged 50-64,All
350,2008 JUN,32.3,Aged 50-64,All
351,2008 JUL,32.3,Aged 50-64,All
352,2008 AUG,32.4,Aged 50-64,All
353,2008 SEP,32.3,Aged 50-64,All
354,2008 OCT,31.9,Aged 50-64,All
355,2008 NOV,32.0,Aged 50-64,All
356,2008 DEC,31.9,Aged 50-64,All
357,2009 JAN,32.0,Aged 50-64,All
358,2009 FEB,31.8,Aged 50-64,All
359,2009 MAR,31.6,Aged 50-64,All
360,2009 APR,31.8,Aged 50-64,All
361,2009 MAY,31.8,Aged 50-64,All
362,2009 JUN,31.9,Aged 50-64,All
363,2009 JUL,31.7,Aged 50-64,All
364,2009 AUG,31.9,Aged 50-64,All
365,2009 SEP,32.0,Aged 50-64,All
366,2009 OCT,32.0,Aged 50-64,All
367,2009 NOV,31.9,Aged 50-64,All
368,2009 DEC,31.9,Aged 50-64,All
369,2010 JAN,31.9,Aged 50-64,All
370,2010 FEB,31.8,Aged 50-64,All
371,2010 MAR,32.0,Aged 50-64,All
372,2010 APR,31.9,Aged 50-64,All
373,2010 MAY,32.0,Aged 50-64,All
374,2010 JUN,31.7,Aged 50-64,All
375,2010 JUL,31.7,Aged 50-64,All
376,2010 AUG,31.5,Aged 50-64,All
377,2010 SEP,31.8,Aged 50-64,All
378,2010 OCT,32.0,Aged 50-64,All
379,2010 NOV,32.1,Aged 50-64,All
380,2010 DEC,31.8,Aged 50-64,All
381,2011 JAN,31.7,Aged 50-64,All
382,2011 FEB,31.7,Aged 50-64,All
383,2011 MAR,31.7,Aged 50-64,All
384,2011 APR,31.6,Aged 50-64,All
385,2011 MAY,31.8,Aged 50-64,All
386,2011 JUN,32.0,Aged 50-64,All
387,2011 JUL,31.8,Aged 50-64,All
388,2011 AUG,31.6,Aged 50-64,All
389,2011 SEP,31.4,Aged 50-64,All
390,2011 OCT,31.2,Aged 50-64,All
391,2011 NOV,31.3,Aged 50-64,All
392,2011 DEC,31.1,Aged 50-64,All
393,2012 JAN,31.2,Aged 50-64,All
394,2012 FEB,31.0,Aged 50-64,All
395,2012 MAR,30.8,Aged 50-64,All
396,2012 APR,30.9,Aged 50-64,All
397,2012 MAY,30.6,Aged 50-64,All
398,2012 JUN,30.6,Aged 50-64,All
399,2012 JUL,30.4,Aged 50-64,All
400,2012 AUG,30.3,Aged 50-64,All
401,2012 SEP,30.3,Aged 50-64,All
402,2012 OCT,30.0,Aged 50-64,All
403,2012 NOV,29.8,Aged 50-64,All
404,2012 DEC,29.7,Aged 50-64,All
405,2013 JAN,29.6,Aged 50-64,All
406,2013 FEB,29.7,Aged 50-64,All
407,2013 MAR,29.6,Aged 50-64,All
408,2013 APR,29.5,Aged 50-64,All
409,2013 MAY,29.2,Aged 50-64,All
410,2013 JUN,29.0,Aged 50-64,All
411,2013 JUL,29.0,Aged 50-64,All
412,2013 AUG,28.9,Aged 50-64,All
413,2013 SEP,28.6,Aged 50-64,All
414,2013 OCT,28.6,Aged 50-64,All
415,2013 NOV,28.5,Aged 50-64,All
416,2013 DEC,28.5,Aged 50-64,All
417,2014 JAN,28.4,Aged 50-64,All
418,2014 FEB,28.4,Aged 50-64,All
419,2014 MAR,28.6,Aged 50-64,All
420,2014 APR,28.3,Aged 50-64,All
421,2014 MAY,28.6,Aged 50-64,All
422,2014 JUN,28.5,Aged 50-64,All
423,2014 JUL,28.4,Aged 50-64,All
424,2014 AUG,28.4,Aged 50-64,All
425,2014 SEP,28.5,Aged 50-64,All
426,2014 OCT,28.5,Aged 50-64,All
427,2014 NOV,28.4,Aged 50-64,All
428,2014 DEC,28.4,Aged 50-64,All
429,2015 JAN,28.3,Aged 50-64,All
430,2015 FEB,28.3,Aged 50-64,All
431,2015 MAR,28.3,Aged 50-64,All
432,2015 APR,28.4,Aged 50-64,All
433,2015 MAY,28.1,Aged 50-64,All
434,2015 JUN,28.0,Aged 50-64,All
435,2015 JUL,28.1,Aged 50-64,All
436,2015 AUG,27.7,Aged 50-64,All
437,2015 SEP,27.4,Aged 50-64,All
438,2015 OCT,27.4,Aged 50-64,All
439,2015 NOV,27.4,Aged 50-64,All
440,2015 DEC,27.5,Aged 50-64,All
441,2016 JAN,27.3,Aged 50-64,All
442,2016 FEB,27.3,Aged 50-64,All
443,2016 MAR,27.0,Aged 50-64,All
444,2016 APR,26.9,Aged 50-64,All
445,2016 MAY,26.9,Aged 50-64,All
446,2016 JUN,26.8,Aged 50-64,All
447,2016 JUL,26.8,Aged 50-64,All
448,2016 AUG,26.7,Aged 50-64,All
449,2016 SEP,26.7,Aged 50-64,All
450,2016 OCT,26.9,Aged 50-64,All
451,2016 NOV,26.7,Aged 50-64,All
452,2016 DEC,26.8,Aged 50-64,All
453,2017 JAN,26.7,Aged 50-64,All
454,2017 FEB,26.7,Aged 50-64,All
455,2017 MAR,26.8,Aged 50-64,All
456,2017 APR,26.7,Aged 50-64,All
457,2017 MAY,26.6,Aged 50-64,All
458,2017 JUN,26.5,Aged 50-64,All
459,2017 JUL,26.6,Aged 50-64,All
460,2017 AUG,26.6,Aged 50-64,All
461,2017 SEP,26.5,Aged 50-64,All
462,2017 OCT,26.2,Aged 50-64,All
463,2017 NOV,26.4,Aged 50-64,All
464,2017 DEC,26.3,Aged 50-64,All
465,2018 JAN,26.3,Aged 50-64,All
466,2018 FEB,26.0,Aged 50-64,All
467,2018 MAR,26.0,Aged 50-64,All
468,2018 APR,25.9,Aged 50-64,All
469,2018 MAY,26.1,Aged 50-64,All
470,2018 JUN,26.1,Aged 50-64,All
471,2018 JUL,25.7,Aged 50-64,All
472,2018 AUG,25.7,Aged 50-64,All
473,2018 SEP,25.9,Aged 50-64,All
474,2018 OCT,26.0,Aged 50-64,All
475,2018 NOV,25.9,Aged 50-64,All
476,2018 DEC,25.6,Aged 50-64,All
477,2019 JAN,25.5,Aged 50-64,All
478,2019 FEB,25.5,Aged 50-64,All
479,2019 MAR,25.4,Aged 50-64,All
480,2019 APR,25.6,Aged 50-64,All
481,2019 MAY,25.5,Aged 50-64,All
482,2019 JUN,25.3,Aged 50-64,All
483,2019 JUL,25.5,Aged 50-64,All
484,2019 AUG,25.5,Aged 50-64,All
485,2019 SEP,25.5,Aged 50-64,All
486,2019 OCT,25.3,Aged 50-64,All
487,2019 NOV,25.3,Aged 50-64,All
488,2019 DEC,25.3,Aged 50-64,All
489,2020 JAN,25.2,Aged 50-64,All
490,2020 FEB,25.5,Aged 50-64,All
491,2020 MAR,25.8,Aged 50-64,All
492,2020 APR,26.0,Aged 50-64,All
493,2020 MAY,26.0,Aged 50-64,All
494,2020 JUN,25.8,Aged 50-64,All
495,2020 JUL,25.7,Aged 50-64,All
496,2020 AUG,26.0,Aged 50-64,All
497,2020 SEP,26.0,Aged 50-64,All
498,2020 OCT,25.9,Aged 50-64,All
499,2020 NOV,26.1,Aged 50-64,All
500,2020 DEC,26.1,Aged 50-64,All
501,2021 JAN,26.2,Aged 50-64,All
502,2021 FEB,26.2,Aged 50-64,All
503,2021 MAR,26.6,Aged 50-64,All
504,2021 APR,26.6,Aged 50-64,All
505,2021 MAY,26.4,Aged 50-64,All
506,2021 JUN,26.5,Aged 50-64,All
507,2021 JUL,26.6,Aged 50-64,All
508,2021 AUG,26.7,Aged 50-64,All
509,2021 SEP,26.7,Aged 50-64,All
510,2021 OCT,26.8,Aged 50-64,All
511,2021 NOV,26.9,Aged 50-64,All
512,2021 DEC,27.1,Aged 50-64,All
513,2022 JAN,27.2,Aged 50-64,All
514,2022 FEB,27.0,Aged 50-64,All
515,2022 MAR,27.0,Aged 50-64,All
516,2022 APR,26.8,Aged 50-64,All
517,2022 MAY,27.3,Aged 50-64,All
518,2022 JUN,27.7,Aged 50-64,All
519,2022 JUL,27.6,Aged 50-64,All
520,2022 AUG,27.3,Aged 50-64,All
521,2022 SEP,27.0,Aged 50-64,All
522,2022 OCT,27.0,Aged 50-64,All
523,2022 NOV,27.1,Aged 50-64,All
524,2022 DEC,27.2,Aged 50-64,All
525,2023 JAN,27.0,Aged 50-64,All
526,2023 FEB,27.2,Aged 50-64,All
527,2023 MAR,26.8,Aged 50-64,All
528,2023 APR,26.5,Aged 50-64,All
529,2023 MAY,26.6,Aged 50-64,All
156,1992 APR,14.2,Aged 35-49,All
157,1992 MAY,14.3,Aged 35-49,All
158,1992 JUN,14.3,Aged 35-49,All
159,1992 JUL,14.4,Aged 35-49,All
160,1992 AUG,14.3,Aged 35-49,All
161,1992 SEP,14.2,Aged 35-49,All
162,1992 OCT,14.3,Aged 35-49,All
163,1992 NOV,14.3,Aged 35-49,All
164,1992 DEC,14.4,Aged 35-49,All
165,1993 JAN,14.4,Aged 35-49,All
166,1993 FEB,14.5,Aged 35-49,All
167,1993 MAR,14.6,Aged 35-49,All
168,1993 APR,14.7,Aged 35-49,All
169,1993 MAY,14.6,Aged 35-49,All
170,1993 JUN,14.6,Aged 35-49,All
171,1993 JUL,14.5,Aged 35-49,All
172,1993 AUG,14.5,Aged 35-49,All
173,1993 SEP,14.6,Aged 35-49,All
174,1993 OCT,14.7,Aged 35-49,All
175,1993 NOV,14.7,Aged 35-49,All
176,1993 DEC,14.8,Aged 35-49,All
177,1994 JAN,14.9,Aged 35-49,All
178,1994 FEB,14.9,Aged 35-49,All
179,1994 MAR,14.9,Aged 35-49,All
180,1994 APR,15.0,Aged 35-49,All
181,1994 MAY,15.0,Aged 35-49,All
182,1994 JUN,15.0,Aged 35-49,All
183,1994 JUL,15.2,Aged 35-49,All
184,1994 AUG,15.2,Aged 35-49,All
185,1994 SEP,15.3,Aged 35-49,All
186,1994 OCT,15.4,Aged 35-49,All
187,1994 NOV,15.4,Aged 35-49,All
188,1994 DEC,15.4,Aged 35-49,All
189,1995 JAN,15.3,Aged 35-49,All
190,1995 FEB,15.4,Aged 35-49,All
191,1995 MAR,15.3,Aged 35-49,All
192,1995 APR,15.2,Aged 35-49,All
193,1995 MAY,15.1,Aged 35-49,All
194,1995 JUN,15.3,Aged 35-49,All
195,1995 JUL,15.4,Aged 35-49,All
196,1995 AUG,15.3,Aged 35-49,All
197,1995 SEP,15.3,Aged 35-49,All
198,1995 OCT,15.3,Aged 35-49,All
199,1995 NOV,15.1,Aged 35-49,All
200,1995 DEC,15.0,Aged 35-49,All
201,1996 JAN,15.0,Aged 35-49,All
202,1996 FEB,15.1,Aged 35-49,All
203,1996 MAR,15.1,Aged 35-49,All
204,1996 APR,15.2,Aged 35-49,All
205,1996 MAY,15.2,Aged 35-49,All
206,1996 JUN,15.3,Aged 35-49,All
207,1996 JUL,15.4,Aged 35-49,All
208,1996 AUG,15.6,Aged 35-49,All
209,1996 SEP,15.4,Aged 35-49,All
210,1996 OCT,15.3,Aged 35-49,All
211,1996 NOV,15.3,Aged 35-49,All
212,1996 DEC,15.5,Aged 35-49,All
213,1997 JAN,15.5,Aged 35-49,All
214,1997 FEB,15.7,Aged 35-49,All
215,1997 MAR,15.7,Aged 35-49,All
216,1997 APR,15.6,Aged 35-49,All
217,1997 MAY,15.6,Aged 35-49,All
218,1997 JUN,15.6,Aged 35-49,All
219,1997 JUL,15.6,Aged 35-49,All
220,1997 AUG,15.4,Aged 35-49,All
221,1997 SEP,15.5,Aged 35-49,All
222,1997 OCT,15.5,Aged 35-49,All
223,1997 NOV,15.6,Aged 35-49,All
224,1997 DEC,15.7,Aged 35-49,All
225,1998 JAN,15.7,Aged 35-49,All
226,1998 FEB,15.7,Aged 35-49,All
227,1998 MAR,15.8,Aged 35-49,All
228,1998 APR,15.8,Aged 35-49,All
229,1998 MAY,15.8,Aged 35-49,All
230,1998 JUN,15.8,Aged 35-49,All
231,1998 JUL,15.6,Aged 35-49,All
232,1998 AUG,15.6,Aged 35-49,All
233,1998 SEP,15.5,Aged 35-49,All
234,1998 OCT,15.3,Aged 35-49,All
235,1998 NOV,15.2,Aged 35-49,All
236,1998 DEC,15.2,Aged 35-49,All
237,1999 JAN,15.2,Aged 35-49,All
238,1999 FEB,15.2,Aged 35-49,All
239,1999 MAR,15.2,Aged 35-49,All
240,1999 APR,15.2,Aged 35-49,All
241,1999 MAY,15.1,Aged 35-49,All
242,1999 JUN,15.1,Aged 35-49,All
243,1999 JUL,15.1,Aged 35-49,All
244,1999 AUG,15.1,Aged 35-49,All
245,1999 SEP,15.2,Aged 35-49,All
246,1999 OCT,15.0,Aged 35-49,All
247,1999 NOV,15.0,Aged 35-49,All
248,1999 DEC,15.2,Aged 35-49,All
249,2000 JAN,15.1,Aged 35-49,All
250,2000 FEB,15.0,Aged 35-49,All
251,2000 MAR,15.0,Aged 35-49,All
252,2000 APR,15.0,Aged 35-49,All
