,Date,Location,Inactivity Type,Value,Total Population,Inactive,Total Economically Inactive,Inactive Pct
305,2014-06,Glasgow City,Student,35700.0,404600.0,0.08823529411764706,114400.0,0.28274839347503705
306,2014-06,Glasgow City,Looking after family/home,20400.0,404600.0,0.05042016806722689,114400.0,0.28274839347503705
307,2014-06,Glasgow City,Temporary sick,3300.0,404600.0,0.008156203657933762,114400.0,0.28274839347503705
308,2014-06,Glasgow City,Long-term sick,36800.0,404600.0,0.09095402867029165,114400.0,0.28274839347503705
309,2014-06,Glasgow City,Economically Discouraged,0.0,404600.0,0.0,114400.0,0.28274839347503705
310,2014-06,Glasgow City,Retired,8700.0,404600.0,0.021502718734552645,114400.0,0.28274839347503705
311,2014-06,Glasgow City,Other,8900.0,404600.0,0.02199703410776075,114400.0,0.28274839347503705
313,2014-09,Glasgow City,Student,36300.0,404800.0,0.08967391304347826,114700.0,0.2833498023715415
314,2014-09,Glasgow City,Looking after family/home,19500.0,404800.0,0.04817193675889328,114700.0,0.2833498023715415
315,2014-09,Glasgow City,Temporary sick,3700.0,404800.0,0.009140316205533596,114700.0,0.2833498023715415
316,2014-09,Glasgow City,Long-term sick,36700.0,404800.0,0.09066205533596838,114700.0,0.2833498023715415
317,2014-09,Glasgow City,Economically Discouraged,0.0,404800.0,0.0,114700.0,0.2833498023715415
318,2014-09,Glasgow City,Retired,9400.0,404800.0,0.023221343873517788,114700.0,0.2833498023715415
319,2014-09,Glasgow City,Other,9000.0,404800.0,0.022233201581027668,114700.0,0.2833498023715415
321,2014-12,Glasgow City,Student,34100.0,405800.0,0.08403154263183835,116800.0,0.2878265155248891
322,2014-12,Glasgow City,Looking after family/home,23900.0,405800.0,0.05889600788565796,116800.0,0.2878265155248891
323,2014-12,Glasgow City,Temporary sick,4500.0,405800.0,0.011089206505667817,116800.0,0.2878265155248891
324,2014-12,Glasgow City,Long-term sick,36700.0,405800.0,0.09043863972400197,116800.0,0.2878265155248891
325,2014-12,Glasgow City,Economically Discouraged,0.0,405800.0,0.0,116800.0,0.2878265155248891
326,2014-12,Glasgow City,Retired,8900.0,405800.0,0.02193198620009857,116800.0,0.2878265155248891
327,2014-12,Glasgow City,Other,8600.0,405800.0,0.021192705766387383,116800.0,0.2878265155248891
329,2015-03,Glasgow City,Student,34100.0,407400.0,0.08370152184585174,108500.0,0.2663230240549828
330,2015-03,Glasgow City,Looking after family/home,22900.0,407400.0,0.05621011291114384,108500.0,0.2663230240549828
331,2015-03,Glasgow City,Temporary sick,3100.0,407400.0,0.007609229258713795,108500.0,0.2663230240549828
332,2015-03,Glasgow City,Long-term sick,32800.0,407400.0,0.08051055473735887,108500.0,0.2663230240549828
333,2015-03,Glasgow City,Economically Discouraged,0.0,407400.0,0.0,108500.0,0.2663230240549828
334,2015-03,Glasgow City,Retired,7400.0,407400.0,0.018163966617574866,108500.0,0.2663230240549828
335,2015-03,Glasgow City,Other,8100.0,407400.0,0.019882179675994108,108500.0,0.2663230240549828
337,2015-06,Glasgow City,Student,37300.0,411400.0,0.09066601847350511,116900.0,0.28415167719980555
338,2015-06,Glasgow City,Looking after family/home,25000.0,411400.0,0.060768108896451144,116900.0,0.28415167719980555
339,2015-06,Glasgow City,Temporary sick,4600.0,411400.0,0.01118133203694701,116900.0,0.28415167719980555
340,2015-06,Glasgow City,Long-term sick,34400.0,411400.0,0.08361691784151677,116900.0,0.28415167719980555
341,2015-06,Glasgow City,Economically Discouraged,0.0,411400.0,0.0,116900.0,0.28415167719980555
342,2015-06,Glasgow City,Retired,8500.0,411400.0,0.02066115702479339,116900.0,0.28415167719980555
343,2015-06,Glasgow City,Other,7000.0,411400.0,0.01701507049100632,116900.0,0.28415167719980555
345,2015-09,Glasgow City,Student,31600.0,411900.0,0.07671764991502791,108900.0,0.26438455935906774
346,2015-09,Glasgow City,Looking after family/home,23600.0,411900.0,0.05729546006312212,108900.0,0.26438455935906774
347,2015-09,Glasgow City,Temporary sick,4500.0,411900.0,0.010924981791697014,108900.0,0.26438455935906774
348,2015-09,Glasgow City,Long-term sick,32500.0,411900.0,0.07890264627336732,108900.0,0.26438455935906774
349,2015-09,Glasgow City,Economically Discouraged,0.0,411900.0,0.0,108900.0,0.26438455935906774
350,2015-09,Glasgow City,Retired,9300.0,411900.0,0.022578295702840496,108900.0,0.26438455935906774
351,2015-09,Glasgow City,Other,7300.0,411900.0,0.017722748239864045,108900.0,0.26438455935906774
353,2015-12,Glasgow City,Student,35500.0,413300.0,0.08589402371158965,111900.0,0.2707476409387854
354,2015-12,Glasgow City,Looking after family/home,19500.0,413300.0,0.04718122429228164,111900.0,0.2707476409387854
355,2015-12,Glasgow City,Temporary sick,3700.0,413300.0,0.008952334865714976,111900.0,0.2707476409387854
356,2015-12,Glasgow City,Long-term sick,35600.0,413300.0,0.08613597870796032,111900.0,0.2707476409387854
357,2015-12,Glasgow City,Economically Discouraged,0.0,413300.0,0.0,111900.0,0.2707476409387854
358,2015-12,Glasgow City,Retired,7800.0,413300.0,0.018872489716912653,111900.0,0.2707476409387854
359,2015-12,Glasgow City,Other,9100.0,413300.0,0.02201790466973143,111900.0,0.2707476409387854
361,2016-03,Glasgow City,Student,37700.0,415800.0,0.09066859066859066,120000.0,0.2886002886002886
362,2016-03,Glasgow City,Looking after family/home,21200.0,415800.0,0.05098605098605099,120000.0,0.2886002886002886
363,2016-03,Glasgow City,Temporary sick,4400.0,415800.0,0.010582010582010581,120000.0,0.2886002886002886
364,2016-03,Glasgow City,Long-term sick,38200.0,415800.0,0.09187109187109187,120000.0,0.2886002886002886
365,2016-03,Glasgow City,Economically Discouraged,0.0,415800.0,0.0,120000.0,0.2886002886002886
366,2016-03,Glasgow City,Retired,8000.0,415800.0,0.01924001924001924,120000.0,0.2886002886002886
367,2016-03,Glasgow City,Other,9700.0,415800.0,0.023328523328523327,120000.0,0.2886002886002886
369,2016-06,Glasgow City,Student,38400.0,419800.0,0.09147212958551691,121700.0,0.2898999523582658
370,2016-06,Glasgow City,Looking after family/home,22100.0,419800.0,0.052644116245831346,121700.0,0.2898999523582658
371,2016-06,Glasgow City,Temporary sick,4000.0,419800.0,0.009528346831824679,121700.0,0.2898999523582658
372,2016-06,Glasgow City,Long-term sick,39400.0,419800.0,0.09385421629347308,121700.0,0.2898999523582658
373,2016-06,Glasgow City,Economically Discouraged,0.0,419800.0,0.0,121700.0,0.2898999523582658
374,2016-06,Glasgow City,Retired,7200.0,419800.0,0.01715102429728442,121700.0,0.2898999523582658
375,2016-06,Glasgow City,Other,9600.0,419800.0,0.022868032396379228,121700.0,0.2898999523582658
377,2016-09,Glasgow City,Student,40500.0,422700.0,0.09581263307310149,127000.0,0.3004494913650343
378,2016-09,Glasgow City,Looking after family/home,23300.0,422700.0,0.05512183581736456,127000.0,0.3004494913650343
379,2016-09,Glasgow City,Temporary sick,3500.0,422700.0,0.008280104092737165,127000.0,0.3004494913650343
380,2016-09,Glasgow City,Long-term sick,39700.0,422700.0,0.09392003785190442,127000.0,0.3004494913650343
381,2016-09,Glasgow City,Economically Discouraged,0.0,422700.0,0.0,127000.0,0.3004494913650343
382,2016-09,Glasgow City,Retired,6800.0,422700.0,0.016087059380175066,127000.0,0.3004494913650343
383,2016-09,Glasgow City,Other,12100.0,422700.0,0.02862550272060563,127000.0,0.3004494913650343
385,2016-12,Glasgow City,Student,40100.0,423300.0,0.09473186865107489,119800.0,0.2830144105835105
386,2016-12,Glasgow City,Looking after family/home,23000.0,423300.0,0.05433498700685093,119800.0,0.2830144105835105
387,2016-12,Glasgow City,Temporary sick,2800.0,423300.0,0.006614694070399244,119800.0,0.2830144105835105
388,2016-12,Glasgow City,Long-term sick,34800.0,423300.0,0.08221119773210489,119800.0,0.2830144105835105
389,2016-12,Glasgow City,Economically Discouraged,0.0,423300.0,0.0,119800.0,0.2830144105835105
390,2016-12,Glasgow City,Retired,7100.0,423300.0,0.01677297424994094,119800.0,0.2830144105835105
391,2016-12,Glasgow City,Other,11700.0,423300.0,0.027639971651311126,119800.0,0.2830144105835105
393,2017-03,Glasgow City,Student,38800.0,425800.0,0.09112259276655707,123900.0,0.2909816815406294
394,2017-03,Glasgow City,Looking after family/home,23300.0,425800.0,0.054720526068576796,123900.0,0.2909816815406294
395,2017-03,Glasgow City,Temporary sick,2200.0,425800.0,0.005166744950681071,123900.0,0.2909816815406294
396,2017-03,Glasgow City,Long-term sick,38300.0,425800.0,0.08994833255049318,123900.0,0.2909816815406294
397,2017-03,Glasgow City,Economically Discouraged,0.0,425800.0,0.0,123900.0,0.2909816815406294
398,2017-03,Glasgow City,Retired,7600.0,425800.0,0.017848755284170972,123900.0,0.2909816815406294
399,2017-03,Glasgow City,Other,12700.0,425800.0,0.029826209488022545,123900.0,0.2909816815406294
401,2017-06,Glasgow City,Student,42400.0,426600.0,0.09939052977027661,125200.0,0.293483356774496
402,2017-06,Glasgow City,Looking after family/home,21200.0,426600.0,0.049695264885138306,125200.0,0.293483356774496
403,2017-06,Glasgow City,Temporary sick,1700.0,426600.0,0.0039849976558837315,125200.0,0.293483356774496
404,2017-06,Glasgow City,Long-term sick,37100.0,426600.0,0.08696671354899203,125200.0,0.293483356774496
405,2017-06,Glasgow City,Economically Discouraged,0.0,426600.0,0.0,125200.0,0.293483356774496
406,2017-06,Glasgow City,Retired,8500.0,426600.0,0.01992498827941866,125200.0,0.293483356774496
407,2017-06,Glasgow City,Other,13700.0,426600.0,0.032114392873886545,125200.0,0.293483356774496
409,2017-09,Glasgow City,Student,45700.0,429200.0,0.10647716682199442,130500.0,0.30405405405405406
410,2017-09,Glasgow City,Looking after family/home,22100.0,429200.0,0.05149114631873253,130500.0,0.30405405405405406
411,2017-09,Glasgow City,Temporary sick,1300.0,429200.0,0.0030288909599254427,130500.0,0.30405405405405406
412,2017-09,Glasgow City,Long-term sick,37700.0,429200.0,0.08783783783783784,130500.0,0.30405405405405406
413,2017-09,Glasgow City,Economically Discouraged,0.0,429200.0,0.0,130500.0,0.30405405405405406
414,2017-09,Glasgow City,Retired,9900.0,429200.0,0.023066169617893754,130500.0,0.30405405405405406
415,2017-09,Glasgow City,Other,13300.0,429200.0,0.0309878844361603,130500.0,0.30405405405405406
417,2017-12,Glasgow City,Student,44100.0,429600.0,0.1026536312849162,129100.0,0.300512104283054
418,2017-12,Glasgow City,Looking after family/home,23400.0,429600.0,0.05446927374301676,129100.0,0.300512104283054
419,2017-12,Glasgow City,Temporary sick,2900.0,429600.0,0.006750465549348231,129100.0,0.300512104283054
420,2017-12,Glasgow City,Long-term sick,37100.0,429600.0,0.08635940409683426,129100.0,0.300512104283054
421,2017-12,Glasgow City,Economically Discouraged,0.0,429600.0,0.0,129100.0,0.300512104283054
422,2017-12,Glasgow City,Retired,9200.0,429600.0,0.021415270018621976,129100.0,0.300512104283054
423,2017-12,Glasgow City,Other,11700.0,429600.0,0.02723463687150838,129100.0,0.300512104283054
425,2018-03,Glasgow City,Student,43200.0,429500.0,0.10058207217694994,124800.0,0.29057043073341093
426,2018-03,Glasgow City,Looking after family/home,21900.0,429500.0,0.0509895227008149,124800.0,0.29057043073341093
427,2018-03,Glasgow City,Temporary sick,4900.0,429500.0,0.01140861466821886,124800.0,0.29057043073341093
428,2018-03,Glasgow City,Long-term sick,34100.0,429500.0,0.07939464493597206,124800.0,0.29057043073341093
429,2018-03,Glasgow City,Economically Discouraged,0.0,429500.0,0.0,124800.0,0.29057043073341093
430,2018-03,Glasgow City,Retired,9200.0,429500.0,0.02142025611175786,124800.0,0.29057043073341093
431,2018-03,Glasgow City,Other,11100.0,429500.0,0.025844004656577414,124800.0,0.29057043073341093
433,2018-06,Glasgow City,Student,47200.0,427000.0,0.11053864168618267,127000.0,0.297423887587822
434,2018-06,Glasgow City,Looking after family/home,22400.0,427000.0,0.05245901639344262,127000.0,0.297423887587822
435,2018-06,Glasgow City,Temporary sick,4500.0,427000.0,0.01053864168618267,127000.0,0.297423887587822
436,2018-06,Glasgow City,Long-term sick,32100.0,427000.0,0.07517564402810305,127000.0,0.297423887587822
437,2018-06,Glasgow City,Economically Discouraged,0.0,427000.0,0.0,127000.0,0.297423887587822
438,2018-06,Glasgow City,Retired,8000.0,427000.0,0.01873536299765808,127000.0,0.297423887587822
439,2018-06,Glasgow City,Other,12500.0,427000.0,0.02927400468384075,127000.0,0.297423887587822
441,2018-09,Glasgow City,Student,48700.0,428000.0,0.11378504672897197,128500.0,0.3002336448598131
442,2018-09,Glasgow City,Looking after family/home,22700.0,428000.0,0.05303738317757009,128500.0,0.3002336448598131
443,2018-09,Glasgow City,Temporary sick,5400.0,428000.0,0.012616822429906542,128500.0,0.3002336448598131
444,2018-09,Glasgow City,Long-term sick,33300.0,428000.0,0.07780373831775701,128500.0,0.3002336448598131
445,2018-09,Glasgow City,Economically Discouraged,0.0,428000.0,0.0,128500.0,0.3002336448598131
446,2018-09,Glasgow City,Retired,7500.0,428000.0,0.017523364485981307,128500.0,0.3002336448598131
447,2018-09,Glasgow City,Other,10400.0,428000.0,0.024299065420560748,128500.0,0.3002336448598131
449,2018-12,Glasgow City,Student,48400.0,430300.0,0.11247966534975598,135200.0,0.31419939577039274
450,2018-12,Glasgow City,Looking after family/home,22300.0,430300.0,0.051824308621891704,135200.0,0.31419939577039274
451,2018-12,Glasgow City,Temporary sick,3800.0,430300.0,0.008831048105972577,135200.0,0.31419939577039274
452,2018-12,Glasgow City,Long-term sick,36200.0,430300.0,0.08412735300952824,135200.0,0.31419939577039274
453,2018-12,Glasgow City,Economically Discouraged,0.0,430300.0,0.0,135200.0,0.31419939577039274
454,2018-12,Glasgow City,Retired,10500.0,430300.0,0.024401580292818963,135200.0,0.31419939577039274
455,2018-12,Glasgow City,Other,13400.0,430300.0,0.031141064373692774,135200.0,0.31419939577039274
457,2019-03,Glasgow City,Student,46500.0,430400.0,0.10803903345724906,129200.0,0.30018587360594795
458,2019-03,Glasgow City,Looking after family/home,22600.0,430400.0,0.0525092936802974,129200.0,0.30018587360594795
459,2019-03,Glasgow City,Temporary sick,2200.0,430400.0,0.005111524163568773,129200.0,0.30018587360594795
460,2019-03,Glasgow City,Long-term sick,33200.0,430400.0,0.07713754646840149,129200.0,0.30018587360594795
461,2019-03,Glasgow City,Economically Discouraged,0.0,430400.0,0.0,129200.0,0.30018587360594795
462,2019-03,Glasgow City,Retired,9800.0,430400.0,0.022769516728624536,129200.0,0.30018587360594795
463,2019-03,Glasgow City,Other,13900.0,430400.0,0.03229553903345725,129200.0,0.30018587360594795
465,2019-06,Glasgow City,Student,37500.0,431100.0,0.08698677800974251,124600.0,0.2890280677337045
466,2019-06,Glasgow City,Looking after family/home,25400.0,431100.0,0.0589190443052656,124600.0,0.2890280677337045
467,2019-06,Glasgow City,Temporary sick,2200.0,431100.0,0.005103224309904894,124600.0,0.2890280677337045
468,2019-06,Glasgow City,Long-term sick,34600.0,431100.0,0.08025980051032243,124600.0,0.2890280677337045
469,2019-06,Glasgow City,Economically Discouraged,1300.0,431100.0,0.003015541637671074,124600.0,0.2890280677337045
470,2019-06,Glasgow City,Retired,11100.0,431100.0,0.025748086290883786,124600.0,0.2890280677337045
471,2019-06,Glasgow City,Other,12500.0,431100.0,0.028995592669914173,124600.0,0.2890280677337045
473,2019-09,Glasgow City,Student,38800.0,432500.0,0.08971098265895953,121900.0,0.281849710982659
474,2019-09,Glasgow City,Looking after family/home,26100.0,432500.0,0.06034682080924855,121900.0,0.281849710982659
475,2019-09,Glasgow City,Temporary sick,1200.0,432500.0,0.0027745664739884392,121900.0,0.281849710982659
476,2019-09,Glasgow City,Long-term sick,32800.0,432500.0,0.07583815028901734,121900.0,0.281849710982659
477,2019-09,Glasgow City,Economically Discouraged,1600.0,432500.0,0.003699421965317919,121900.0,0.281849710982659
478,2019-09,Glasgow City,Retired,10300.0,432500.0,0.023815028901734103,121900.0,0.281849710982659
479,2019-09,Glasgow City,Other,11000.0,432500.0,0.025433526011560695,121900.0,0.281849710982659
481,2019-12,Glasgow City,Student,41000.0,433500.0,0.09457900807381776,127100.0,0.29319492502883504
482,2019-12,Glasgow City,Looking after family/home,25300.0,433500.0,0.05836216839677047,127100.0,0.29319492502883504
483,2019-12,Glasgow City,Temporary sick,1600.0,433500.0,0.003690888119953864,127100.0,0.29319492502883504
484,2019-12,Glasgow City,Long-term sick,34700.0,433500.0,0.08004613610149942,127100.0,0.29319492502883504
485,2019-12,Glasgow City,Economically Discouraged,1100.0,433500.0,0.0025374855824682814,127100.0,0.29319492502883504
486,2019-12,Glasgow City,Retired,10900.0,433500.0,0.0251441753171857,127100.0,0.29319492502883504
487,2019-12,Glasgow City,Other,12400.0,433500.0,0.028604382929642444,127100.0,0.29319492502883504
489,2020-03,Glasgow City,Student,48700.0,432100.0,0.1127053922703078,135400.0,0.3133533904188845
490,2020-03,Glasgow City,Looking after family/home,24600.0,432100.0,0.05693126591066883,135400.0,0.3133533904188845
491,2020-03,Glasgow City,Temporary sick,1600.0,432100.0,0.0037028465632955336,135400.0,0.3133533904188845
492,2020-03,Glasgow City,Long-term sick,35000.0,432100.0,0.08099976857208979,135400.0,0.3133533904188845
493,2020-03,Glasgow City,Economically Discouraged,0.0,432100.0,0.0,135400.0,0.3133533904188845
494,2020-03,Glasgow City,Retired,10700.0,432100.0,0.02476278639203888,135400.0,0.3133533904188845
495,2020-03,Glasgow City,Other,14100.0,432100.0,0.03263133533904189,135400.0,0.3133533904188845
497,2020-06,Glasgow City,Student,48600.0,434400.0,0.11187845303867404,133500.0,0.30732044198895025
498,2020-06,Glasgow City,Looking after family/home,22200.0,434400.0,0.05110497237569061,133500.0,0.30732044198895025
499,2020-06,Glasgow City,Temporary sick,1300.0,434400.0,0.002992633517495396,133500.0,0.30732044198895025
500,2020-06,Glasgow City,Long-term sick,35000.0,434400.0,0.08057090239410682,133500.0,0.30732044198895025
501,2020-06,Glasgow City,Economically Discouraged,0.0,434400.0,0.0,133500.0,0.30732044198895025
502,2020-06,Glasgow City,Retired,11000.0,434400.0,0.02532228360957643,133500.0,0.30732044198895025
503,2020-06,Glasgow City,Other,14900.0,434400.0,0.03430018416206262,133500.0,0.30732044198895025
505,2020-09,Glasgow City,Student,42300.0,433800.0,0.0975103734439834,127900.0,0.29483633010603966
506,2020-09,Glasgow City,Looking after family/home,16900.0,433800.0,0.03895804518211157,127900.0,0.29483633010603966
507,2020-09,Glasgow City,Temporary sick,2100.0,433800.0,0.004840940525587829,127900.0,0.29483633010603966
508,2020-09,Glasgow City,Long-term sick,36200.0,433800.0,0.0834485938220378,127900.0,0.29483633010603966
509,2020-09,Glasgow City,Economically Discouraged,0.0,433800.0,0.0,127900.0,0.29483633010603966
510,2020-09,Glasgow City,Retired,12400.0,433800.0,0.02858460119870908,127900.0,0.29483633010603966
511,2020-09,Glasgow City,Other,16700.0,433800.0,0.038497003227293686,127900.0,0.29483633010603966
513,2020-12,Glasgow City,Student,34200.0,436800.0,0.0782967032967033,117600.0,0.2692307692307692
514,2020-12,Glasgow City,Looking after family/home,18500.0,436800.0,0.042353479853479856,117600.0,0.2692307692307692
515,2020-12,Glasgow City,Temporary sick,0.0,436800.0,0.0,117600.0,0.2692307692307692
516,2020-12,Glasgow City,Long-term sick,38800.0,436800.0,0.08882783882783883,117600.0,0.2692307692307692
517,2020-12,Glasgow City,Economically Discouraged,0.0,436800.0,0.0,117600.0,0.2692307692307692
518,2020-12,Glasgow City,Retired,10700.0,436800.0,0.024496336996336996,117600.0,0.2692307692307692
519,2020-12,Glasgow City,Other,12900.0,436800.0,0.029532967032967032,117600.0,0.2692307692307692
521,2021-03,Glasgow City,Student,31400.0,437900.0,0.07170586891984472,116500.0,0.2660424754510162
522,2021-03,Glasgow City,Looking after family/home,18100.0,437900.0,0.04133363781685316,116500.0,0.2660424754510162
523,2021-03,Glasgow City,Temporary sick,2700.0,437900.0,0.006165791276547157,116500.0,0.2660424754510162
524,2021-03,Glasgow City,Long-term sick,42000.0,437900.0,0.0959123087462891,116500.0,0.2660424754510162
525,2021-03,Glasgow City,Economically Discouraged,0.0,437900.0,0.0,116500.0,0.2660424754510162
526,2021-03,Glasgow City,Retired,9000.0,437900.0,0.020552637588490522,116500.0,0.2660424754510162
527,2021-03,Glasgow City,Other,12000.0,437900.0,0.027403516784654032,116500.0,0.2660424754510162
529,2021-06,Glasgow City,Student,35700.0,436400.0,0.08180568285976168,116100.0,0.26604032997250227
530,2021-06,Glasgow City,Looking after family/home,20700.0,436400.0,0.047433547204399636,116100.0,0.26604032997250227
531,2021-06,Glasgow City,Temporary sick,2600.0,436400.0,0.005957836846929423,116100.0,0.26604032997250227
532,2021-06,Glasgow City,Long-term sick,38400.0,436400.0,0.08799266727772685,116100.0,0.26604032997250227
533,2021-06,Glasgow City,Economically Discouraged,0.0,436400.0,0.0,116100.0,0.26604032997250227
534,2021-06,Glasgow City,Retired,8600.0,436400.0,0.019706691109074245,116100.0,0.26604032997250227
535,2021-06,Glasgow City,Other,8300.0,436400.0,0.019019248395967,116100.0,0.26604032997250227
537,2021-09,Glasgow City,Student,39200.0,436200.0,0.08986703347088491,117000.0,0.26822558459422285
538,2021-09,Glasgow City,Looking after family/home,23100.0,436200.0,0.05295735900962861,117000.0,0.26822558459422285
539,2021-09,Glasgow City,Temporary sick,0.0,436200.0,0.0,117000.0,0.26822558459422285
540,2021-09,Glasgow City,Long-term sick,37400.0,436200.0,0.08574048601558917,117000.0,0.26822558459422285
541,2021-09,Glasgow City,Economically Discouraged,0.0,436200.0,0.0,117000.0,0.26822558459422285
542,2021-09,Glasgow City,Retired,7500.0,436200.0,0.0171939477303989,117000.0,0.26822558459422285
543,2021-09,Glasgow City,Other,7400.0,436200.0,0.016964695093993582,117000.0,0.26822558459422285
545,2021-12,Glasgow City,Student,44900.0,435400.0,0.10312356453835554,119700.0,0.27491961414790994
546,2021-12,Glasgow City,Looking after family/home,20800.0,435400.0,0.04777216352779054,119700.0,0.27491961414790994
547,2021-12,Glasgow City,Temporary sick,0.0,435400.0,0.0,119700.0,0.27491961414790994
548,2021-12,Glasgow City,Long-term sick,36100.0,435400.0,0.08291226458429031,119700.0,0.27491961414790994
549,2021-12,Glasgow City,Economically Discouraged,0.0,435400.0,0.0,119700.0,0.27491961414790994
550,2021-12,Glasgow City,Retired,7200.0,435400.0,0.016536518144235186,119700.0,0.27491961414790994
551,2021-12,Glasgow City,Other,8500.0,435400.0,0.019522278364722093,119700.0,0.27491961414790994
553,2022-03,Glasgow City,Student,38800.0,434000.0,0.08940092165898618,111000.0,0.2557603686635945
554,2022-03,Glasgow City,Looking after family/home,21700.0,434000.0,0.05,111000.0,0.2557603686635945
555,2022-03,Glasgow City,Temporary sick,0.0,434000.0,0.0,111000.0,0.2557603686635945
556,2022-03,Glasgow City,Long-term sick,33500.0,434000.0,0.0771889400921659,111000.0,0.2557603686635945
557,2022-03,Glasgow City,Economically Discouraged,0.0,434000.0,0.0,111000.0,0.2557603686635945
558,2022-03,Glasgow City,Retired,7300.0,434000.0,0.016820276497695852,111000.0,0.2557603686635945
559,2022-03,Glasgow City,Other,8100.0,434000.0,0.018663594470046084,111000.0,0.2557603686635945
561,2022-06,Glasgow City,Student,35400.0,435200.0,0.08134191176470588,110200.0,0.2532169117647059
562,2022-06,Glasgow City,Looking after family/home,20200.0,435200.0,0.04641544117647059,110200.0,0.2532169117647059
563,2022-06,Glasgow City,Temporary sick,3000.0,435200.0,0.006893382352941176,110200.0,0.2532169117647059
564,2022-06,Glasgow City,Long-term sick,33800.0,435200.0,0.07766544117647059,110200.0,0.2532169117647059
565,2022-06,Glasgow City,Economically Discouraged,0.0,435200.0,0.0,110200.0,0.2532169117647059
566,2022-06,Glasgow City,Retired,7000.0,435200.0,0.01608455882352941,110200.0,0.2532169117647059
567,2022-06,Glasgow City,Other,10800.0,435200.0,0.024816176470588234,110200.0,0.2532169117647059
569,2022-09,Glasgow City,Student,32100.0,432900.0,0.07415107415107415,110400.0,0.255024255024255
570,2022-09,Glasgow City,Looking after family/home,22600.0,432900.0,0.052206052206052206,110400.0,0.255024255024255
571,2022-09,Glasgow City,Temporary sick,3200.0,432900.0,0.007392007392007392,110400.0,0.255024255024255
572,2022-09,Glasgow City,Long-term sick,33800.0,432900.0,0.07807807807807808,110400.0,0.255024255024255
573,2022-09,Glasgow City,Economically Discouraged,0.0,432900.0,0.0,110400.0,0.255024255024255
574,2022-09,Glasgow City,Retired,5900.0,432900.0,0.013629013629013628,110400.0,0.255024255024255
575,2022-09,Glasgow City,Other,12800.0,432900.0,0.029568029568029567,110400.0,0.255024255024255
577,2022-12,Glasgow City,Student,29800.0,431300.0,0.06909343844191977,109600.0,0.25411546487363784
578,2022-12,Glasgow City,Looking after family/home,23300.0,431300.0,0.054022722003246,109600.0,0.25411546487363784
579,2022-12,Glasgow City,Temporary sick,3400.0,431300.0,0.007883143983306284,109600.0,0.25411546487363784
580,2022-12,Glasgow City,Long-term sick,32700.0,431300.0,0.07581729654532808,109600.0,0.25411546487363784
581,2022-12,Glasgow City,Economically Discouraged,0.0,431300.0,0.0,109600.0,0.25411546487363784
582,2022-12,Glasgow City,Retired,5700.0,431300.0,0.013215859030837005,109600.0,0.25411546487363784
583,2022-12,Glasgow City,Other,14800.0,431300.0,0.03431486204498029,109600.0,0.25411546487363784
585,2023-03,Glasgow City,Student,37000.0,431400.0,0.08576726935558646,110000.0,0.25498377375985165
586,2023-03,Glasgow City,Looking after family/home,22600.0,431400.0,0.052387575336114975,110000.0,0.25498377375985165
587,2023-03,Glasgow City,Temporary sick,2100.0,431400.0,0.004867872044506259,110000.0,0.25498377375985165
588,2023-03,Glasgow City,Long-term sick,28300.0,431400.0,0.0656003708854891,110000.0,0.25498377375985165
589,2023-03,Glasgow City,Economically Discouraged,0.0,431400.0,0.0,110000.0,0.25498377375985165
590,2023-03,Glasgow City,Retired,4800.0,431400.0,0.011126564673157162,110000.0,0.25498377375985165
591,2023-03,Glasgow City,Other,15300.0,431400.0,0.03546592489568846,110000.0,0.25498377375985165
593,2004-12,Inverclyde,Student,1700.0,52400.0,0.03244274809160305,14200.0,0.27099236641221375
594,2004-12,Inverclyde,Looking after family/home,2700.0,52400.0,0.05152671755725191,14200.0,0.27099236641221375
595,2004-12,Inverclyde,Temporary sick,0.0,52400.0,0.0,14200.0,0.27099236641221375
596,2004-12,Inverclyde,Long-term sick,6000.0,52400.0,0.11450381679389313,14200.0,0.27099236641221375
597,2004-12,Inverclyde,Economically Discouraged,0.0,52400.0,0.0,14200.0,0.27099236641221375
598,2004-12,Inverclyde,Retired,1900.0,52400.0,0.03625954198473282,14200.0,0.27099236641221375
599,2004-12,Inverclyde,Other,1500.0,52400.0,0.02862595419847328,14200.0,0.27099236641221375
601,2005-03,Inverclyde,Student,1800.0,52600.0,0.034220532319391636,14400.0,0.2737642585551331
602,2005-03,Inverclyde,Looking after family/home,2700.0,52600.0,0.051330798479087454,14400.0,0.2737642585551331
603,2005-03,Inverclyde,Temporary sick,0.0,52600.0,0.0,14400.0,0.2737642585551331
604,2005-03,Inverclyde,Long-term sick,5900.0,52600.0,0.11216730038022814,14400.0,0.2737642585551331
605,2005-03,Inverclyde,Economically Discouraged,0.0,52600.0,0.0,14400.0,0.2737642585551331
606,2005-03,Inverclyde,Retired,2100.0,52600.0,0.039923954372623575,14400.0,0.2737642585551331
607,2005-03,Inverclyde,Other,1300.0,52600.0,0.024714828897338403,14400.0,0.2737642585551331
609,2005-06,Inverclyde,Student,2000.0,52400.0,0.03816793893129771,14500.0,0.2767175572519084
610,2005-06,Inverclyde,Looking after family/home,2600.0,52400.0,0.04961832061068702,14500.0,0.2767175572519084
611,2005-06,Inverclyde,Temporary sick,0.0,52400.0,0.0,14500.0,0.2767175572519084
