,LOCATION,TIME,Trade,GDP,Continent
550,Turkey,2010,-2.985585,17345.833613,Asia
551,Turkey,2011,4.908397,19590.858369,Asia
552,Turkey,2012,6.694744,20627.440729,Asia
553,Turkey,2013,6.300529,22373.136543,Asia
554,Turkey,2014,4.780653,24104.984583,Asia
555,Turkey,2015,0.01574096,25855.912681,Asia
556,Turkey,2016,2.313105,26695.909373,Asia
557,Turkey,2017,5.249687,28193.061398,Asia
558,Turkey,2018,4.226254,28281.473275,Asia
559,Turkey,2019,1.341052,28011.322789,Asia
560,United Kingdom,2000,2.006282,26543.943289,Europe
561,United Kingdom,2001,2.228135,27896.008476,Europe
562,United Kingdom,2002,0.2670269,29093.122226,Europe
563,United Kingdom,2003,5.189332,30355.089943,Europe
564,United Kingdom,2004,5.553982,32094.011385,Europe
565,United Kingdom,2005,0.3299049,32740.656139,Europe
566,United Kingdom,2006,12.44074,34762.984729,Europe
567,United Kingdom,2007,-0.07873169,35548.282364,Europe
568,United Kingdom,2008,1.977936,36760.886189,Europe
569,United Kingdom,2009,-13.32438,35102.957298,Europe
570,United Kingdom,2010,-1.212736,36582.645405,Europe
571,United Kingdom,2011,7.756052,37245.250086,Europe
572,United Kingdom,2012,-0.7100726,38329.611081,Europe
573,United Kingdom,2013,-0.6054226,39989.080724,Europe
574,United Kingdom,2014,1.779466,41288.479526,Europe
575,United Kingdom,2015,-7.032862,42601.747441,Europe
576,United Kingdom,2016,-3.617122,44230.588833,Europe
577,United Kingdom,2017,3.246267,46117.225681,Europe
578,United Kingdom,2018,5.818637,47219.464771,Europe
579,United Kingdom,2019,5.070877,49317.743237,Europe
580,United States,2000,2.919257,36299.662179,North America
581,United States,2001,-1.514407,37100.285739,North America
582,United States,2002,-1.287647,37954.222014,North America
583,United States,2003,1.336443,39419.907372,North America
584,United States,2004,3.157759,41659.662691,North America
585,United States,2005,2.694602,44052.382996,North America
586,United States,2006,4.961335,46234.10571,North America
587,United States,2007,1.807598,47976.201209,North America
588,United States,2008,5.30763,48498.445211,North America
589,United States,2009,-13.75401,47122.988543,North America
590,United States,2010,4.736635,48570.289731,North America
591,United States,2011,3.905752,49951.907651,North America
592,United States,2012,0.9217778,51644.991659,North America
593,United States,2013,0.7545589,53116.521969,North America
594,United States,2014,-0.8851576,54914.368228,North America
595,United States,2015,-5.869784,56520.609227,North America
596,United States,2016,-2.988068,57592.691515,North America
597,United States,2017,2.799601,59589.233923,North America
598,United States,2018,2.270477,62449.612827,North America
599,United States,2019,-0.2217044,64690.272395,North America
600,Argentina,2004,9.01278,12303.221538,South America
601,Argentina,2005,4.408072,13681.225871,South America
602,Argentina,2006,5.652054,15090.095978,South America
603,Argentina,2007,-1.805727,16728.642814,South America
604,Argentina,2008,7.035086,17567.142054,South America
605,Argentina,2009,-11.88258,16472.55477,South America
606,Argentina,2010,1.975669,18063.914342,South America
607,Argentina,2011,10.52114,19322.22713,South America
608,Argentina,2012,-2.982157,19641.352863,South America
609,Argentina,2013,-6.616466,20131.680421,South America
610,Argentina,2014,-3.340224,19683.771502,South America
611,Argentina,2015,-9.901827,20105.198994,South America
612,Argentina,2016,10.22867,20307.870053,South America
613,Argentina,2017,0.371533,23597.117759,South America
614,Argentina,2018,10.99317,23290.675736,South America
615,Argentina,2019,1.468749,23003.277177,South America
616,Brazil,2000,3.329629,9103.860765,South America
617,Brazil,2001,12.98508,9307.499829,South America
618,Brazil,2002,-1.069332,9616.185608,South America
619,Brazil,2003,3.218812,9796.59828,South America
620,Brazil,2004,7.400467,10513.531299,South America
621,Brazil,2005,12.74452,11061.81988,South America
622,Brazil,2006,4.919238,11723.717658,South America
623,Brazil,2007,4.831424,12637.85789,South America
624,Brazil,2008,-0.1367385,13396.637385,South America
625,Brazil,2009,-22.25219,13328.037139,South America
626,Brazil,2010,9.761456,14361.511307,South America
627,Brazil,2011,4.218961,15109.737403,South America
628,Brazil,2012,-7.543752,15120.063649,South America
629,Brazil,2013,-5.779971,15669.140139,South America
630,Brazil,2014,-4.824695,15800.088894,South America
631,Brazil,2015,-6.126491,14816.290598,South America
632,Brazil,2016,-3.116632,14326.10209,South America
633,Brazil,2017,25.47019,14596.889676,South America
634,Brazil,2018,9.6069,15088.873591,South America
635,Brazil,2019,-7.713704,15424.038754,South America
636,Chile,2000,5.140515,9440.041965,South America
637,Chile,2001,-2.281789,9845.972269,South America
638,Chile,2002,0.8684185,10205.704047,South America
639,Chile,2003,5.498965,10779.638668,South America
640,Chile,2004,21.50501,11682.599533,South America
641,Chile,2005,0.1007598,12600.905817,South America
642,Chile,2006,9.285847,15589.157511,South America
643,Chile,2007,10.55145,16771.182748,South America
644,Chile,2008,9.304522,16449.614266,South America
645,Chile,2009,-4.22341,16028.549544,South America
646,Chile,2010,-9.073963,18041.314313,South America
647,Chile,2011,-1.605646,20235.570348,South America
648,Chile,2012,-3.942154,21458.812331,South America
649,Chile,2013,-10.44611,22295.740021,South America
650,Chile,2014,-0.4042032,22650.712398,South America
651,Chile,2015,-5.836081,22563.582179,South America
652,Chile,2016,4.694848,23384.612377,South America
653,Chile,2017,-3.552163,24479.458726,South America
654,Chile,2018,1.301767,25496.431051,South America
655,Chile,2019,-1.62085,25509.445481,South America
656,China,2000,10.65527,2906.227762,Asia
657,China,2001,6.849657,3197.118495,Asia
658,China,2002,8.926761,3520.724645,Asia
659,China,2003,10.94932,3926.933843,Asia
660,China,2004,5.356122,4414.173002,Asia
661,China,2005,5.506638,5041.555154,Asia
662,China,2006,8.19152,5827.399829,Asia
663,China,2007,9.008862,6801.350262,Asia
664,China,2008,8.269169,7562.242963,Asia
665,China,2009,-15.9687,8285.593793,Asia
666,China,2010,9.097525,9232.660118,Asia
667,China,2011,7.916884,10261.470654,Asia
668,China,2012,1.472175,11127.3668,Asia
669,China,2013,11.94401,11837.589428,Asia
670,China,2014,1.136997,12438.630325,Asia
671,China,2015,3.247689,12865.800384,Asia
672,China,2016,-6.753983,13439.508987,Asia
673,China,2017,3.919339,14203.909059,Asia
674,China,2018,8.892307,15466.329982,Asia
675,China,2019,2.185181,16624.52398,Asia
676,Colombia,2000,1.472465,6886.405819,South America
677,Colombia,2001,-7.268003,7068.835584,South America
678,Colombia,2002,1.650937,7265.177903,South America
679,Colombia,2003,3.105167,7604.164565,South America
680,Colombia,2004,5.929457,8127.579576,South America
681,Colombia,2005,6.235289,8676.107355,South America
682,Colombia,2006,3.248373,9433.241822,South America
683,Colombia,2007,-1.645077,10228.188007,South America
684,Colombia,2008,5.39831,10651.506633,South America
685,Colombia,2009,-3.57279,10720.914286,South America
686,Colombia,2010,7.987241,11206.221832,South America
687,Colombia,2011,22.82521,12108.234854,South America
688,Colombia,2012,6.588865,12530.807654,South America
689,Colombia,2013,0.6613377,13266.002148,South America
690,Colombia,2014,-5.006069,13777.241959,South America
691,Colombia,2015,-15.08899,13762.750912,South America
692,Colombia,2016,-8.976734,14514.224389,South America
693,Colombia,2017,1.33835,14930.865719,South America
694,Colombia,2018,-0.5413631,15814.696386,South America
695,Colombia,2019,-3.777496,16484.762795,South America
696,Costa Rica,2000,-6.85185,8247.745652,North America
697,Costa Rica,2001,-5.868363,8544.268172,North America
698,Costa Rica,2002,-0.89059,8816.949795,North America
699,Costa Rica,2003,8.640233,9244.799762,North America
700,Costa Rica,2004,4.901874,9755.749861,North America
701,Costa Rica,2005,-0.2223779,10296.531679,North America
702,Costa Rica,2006,3.827443,11214.354808,North America
703,Costa Rica,2007,1.796124,12292.272774,North America
704,Costa Rica,2008,-3.755828,12936.433198,North America
705,Costa Rica,2009,-10.50683,12711.165118,North America
706,Costa Rica,2010,-8.709148,13325.311122,North America
707,Costa Rica,2011,2.358688,14068.154868,North America
708,Costa Rica,2012,5.889266,14852.929898,North America
709,Costa Rica,2013,2.728743,15542.368395,North America
710,Costa Rica,2014,-3.203631,16615.974075,North America
711,Costa Rica,2015,-10.19089,17649.314854,North America
712,Costa Rica,2016,8.239492,19119.336147,North America
713,Costa Rica,2017,-3.669167,20368.230268,North America
714,Costa Rica,2018,-0.5978455,21312.71338,North America
715,Costa Rica,2019,-1.286942,22739.241909,North America
716,Estonia,2000,17.93918,9394.096157,Europe
717,Estonia,2001,10.70022,10282.280196,Europe
718,Estonia,2002,-3.539531,11628.295949,Europe
719,Estonia,2003,2.30047,13090.446043,Europe
720,Estonia,2004,6.168872,14496.5298,Europe
721,Estonia,2005,13.16072,16584.411085,Europe
722,Estonia,2006,12.02373,19288.35304,Europe
723,Estonia,2007,3.168308,22161.320259,Europe
724,Estonia,2008,6.472757,22780.0071,Europe
725,Estonia,2009,-21.38853,20459.913173,Europe
726,Estonia,2010,5.23985,21588.7722,Europe
727,Estonia,2011,11.43504,24515.48857,Europe
728,Estonia,2012,1.891833,25946.944889,Europe
729,Estonia,2013,8.048645,27418.689637,Europe
730,Estonia,2014,0.8232675,28917.833656,Europe
731,Estonia,2015,-13.68888,29222.748082,Europe
732,Estonia,2016,2.314486,31310.152103,Europe
733,Estonia,2017,4.073241,33867.803542,Europe
734,Estonia,2018,8.800397,36488.637421,Europe
735,Estonia,2019,-1.761087,39068.367072,Europe
736,India,2004,6.467851,2739.533445,Asia
737,India,2005,17.06342,3000.451298,Asia
738,India,2006,9.409777,3270.577904,Asia
739,India,2007,3.683202,3595.935021,Asia
740,India,2008,4.108815,3736.5116,Asia
741,India,2009,-7.516918,3986.846641,Asia
742,India,2010,4.688722,4296.234885,Asia
743,India,2011,10.12614,4605.230111,Asia
744,India,2012,1.954356,4982.312076,Asia
745,India,2013,7.686152,5177.871752,Asia
746,India,2014,0.02539917,5352.029977,Asia
747,India,2015,-14.97865,5580.513112,Asia
748,India,2016,-4.128924,5954.581745,Asia
749,India,2017,4.814777,6299.036721,Asia
750,India,2018,-1.981821,6798.503231,Asia
751,India,2019,0.544611,7103.830936,Asia
752,Indonesia,2000,12.37267,5346.208518,Asia
753,Indonesia,2001,-0.7704325,5581.000745,Asia
754,Indonesia,2002,9.249691,5834.329978,Asia
755,Indonesia,2003,11.3868,6140.548539,Asia
756,Indonesia,2004,5.957029,6523.443419,Asia
757,Indonesia,2005,5.71643,7004.536555,Asia
758,Indonesia,2006,4.423119,7503.813828,Asia
759,Indonesia,2007,-0.05436462,8072.884738,Asia
760,Indonesia,2008,16.1549,8591.910163,Asia
761,Indonesia,2009,-16.08228,8733.204968,Asia
762,Indonesia,2010,4.734169,8624.923947,Asia
763,Indonesia,2011,3.535941,9213.212405,Asia
764,Indonesia,2012,0.6238595,9833.689555,Asia
765,Indonesia,2013,3.110262,10188.331849,Asia
766,Indonesia,2014,-2.780807,10398.959732,Asia
767,Indonesia,2015,-4.210067,10359.295932,Asia
768,Indonesia,2016,1.697169,10618.699441,Asia
769,Indonesia,2017,7.277627,11073.520666,Asia
770,Indonesia,2018,2.740988,11798.060552,Asia
771,Indonesia,2019,-2.651829,12481.910741,Asia
772,Israel,2000,4.695148,25627.717291,Asia
773,Israel,2001,-8.163903,25670.07321,Asia
774,Israel,2002,2.171349,25962.204335,Asia
775,Israel,2003,5.361799,24559.388462,Asia
776,Israel,2004,11.29499,25951.202376,Asia
777,Israel,2005,6.084083,25510.654494,Asia
778,Israel,2006,7.999177,26207.596905,Asia
779,Israel,2007,2.734562,28025.232818,Asia
780,Israel,2008,5.151788,27833.891616,Asia
781,Israel,2009,-11.83306,27916.348722,Asia
782,Israel,2010,-0.383049,29309.637402,Asia
783,Israel,2011,8.82356,31172.65097,Asia
784,Israel,2012,-2.631767,32336.088557,Asia
785,Israel,2013,6.002124,34755.382282,Asia
786,Israel,2014,0.6128431,34755.764513,Asia
787,Israel,2015,0.2305541,35877.114973,Asia
788,Israel,2016,-3.46423,38220.119122,Asia
789,Israel,2017,2.40697,39464.353422,Asia
790,Israel,2018,3.250356,40247.088382,Asia
791,Israel,2019,5.702785,40950.350286,Asia
792,Latvia,2000,10.6412,8040.372357,Europe
793,Latvia,2001,3.115685,9043.901208,Europe
794,Latvia,2002,3.904558,10080.307516,Europe
795,Latvia,2003,2.439069,11060.839006,Europe
796,Latvia,2004,10.64871,12279.38528,Europe
797,Latvia,2005,7.186945,13914.155078,Europe
798,Latvia,2006,-0.9111467,15854.812284,Europe
799,Latvia,2007,9.120768,18232.817901,Europe
800,Latvia,2008,12.29967,19569.526703,Europe
801,Latvia,2009,-13.43277,17022.09047,Europe
802,Latvia,2010,-3.305104,17709.026549,Europe
803,Latvia,2011,10.36405,19256.795329,Europe
804,Latvia,2012,-3.816453,21297.472621,Europe
805,Latvia,2013,-2.351204,22637.197448,Europe
806,Latvia,2014,1.791296,23810.218371,Europe
807,Latvia,2015,-11.27502,24975.479748,Europe
808,Latvia,2016,-3.22523,26724.459825,Europe
809,Latvia,2017,1.684608,28689.617469,Europe
810,Latvia,2018,7.243608,30891.884185,Europe
811,Latvia,2019,0.9867316,32938.736912,Europe
812,Lithuania,2000,33.93095,8447.107442,Europe
813,Lithuania,2001,6.062021,9437.521231,Europe
814,Lithuania,2002,2.670383,10480.705313,Europe
815,Lithuania,2003,14.85237,12068.24375,Europe
816,Lithuania,2004,7.499226,13030.520937,Europe
817,Lithuania,2005,-0.07594369,14510.717941,Europe
818,Lithuania,2006,0.8525421,16481.428255,Europe
819,Lithuania,2007,7.659924,19096.729552,Europe
820,Lithuania,2008,26.78657,20721.028188,Europe
821,Lithuania,2009,-17.35626,18117.659727,Europe
822,Lithuania,2010,-2.793477,20096.631145,Europe
823,Lithuania,2011,8.514627,22884.945082,Europe
824,Lithuania,2012,2.290307,24703.697943,Europe
825,Lithuania,2013,3.388557,26721.601926,Europe
826,Lithuania,2014,-4.848068,28184.499091,Europe
827,Lithuania,2015,-19.60305,28834.457574,Europe
828,Lithuania,2016,-2.52278,30925.151813,Europe
829,Lithuania,2017,8.642012,33761.906595,Europe
830,Lithuania,2018,4.948572,36376.535744,Europe
831,Lithuania,2019,2.733566,39957.593145,Europe
832,Russian Federation,2000,19.41029,7323.44018,Europe
833,Russian Federation,2001,1.122336,7898.522928,Europe
834,Russian Federation,2002,2.560198,8623.997299,Europe
835,Russian Federation,2003,16.83368,9940.232555,Europe
836,Russian Federation,2004,12.73018,10984.496611,Europe
837,Russian Federation,2005,5.913659,12698.299229,Europe
838,Russian Federation,2006,9.613027,16017.124233,Europe
839,Russian Federation,2007,4.006799,17881.758587,Europe
840,Russian Federation,2008,16.15881,21657.589062,Europe
841,Russian Federation,2009,-31.28822,20826.597968,Europe
842,Russian Federation,2010,10.13432,22008.299275,Europe
843,Russian Federation,2011,14.75085,22798.673917,Europe
844,Russian Federation,2012,4.511515,24303.491049,Europe
845,Russian Federation,2013,1.775125,26073.873547,Europe
846,Russian Federation,2014,0.8135222,25761.66151,Europe
847,Russian Federation,2015,-10.90647,24085.312853,Europe
848,Russian Federation,2016,-14.35006,24128.081806,Europe
849,Russian Federation,2017,12.66804,25926.431403,Europe
850,Russian Federation,2018,11.54257,28821.242897,Europe
851,Russian Federation,2019,-4.391726,29967.119348,Europe
852,Saudi Arabia,2000,16.45422,39644.545041,Asia
853,Saudi Arabia,2001,-7.884325,39033.174242,Asia
854,Saudi Arabia,2002,2.694888,37464.02183,Asia
855,Saudi Arabia,2003,7.134213,41273.385597,Asia
856,Saudi Arabia,2004,6.737106,44429.66288,Asia
857,Saudi Arabia,2005,11.38724,47007.456103,Asia
858,Saudi Arabia,2006,5.355362,48445.960287,Asia
859,Saudi Arabia,2007,-2.721131,49321.216938,Asia
860,Saudi Arabia,2008,9.290029,51991.829904,Asia
861,Saudi Arabia,2009,-18.78411,49862.229773,Asia
862,Saudi Arabia,2010,-0.4194703,51356.826204,Asia
863,Saudi Arabia,2011,13.84727,56127.024677,Asia
864,Saudi Arabia,2012,5.224284,57693.997316,Asia
865,Saudi Arabia,2013,-4.643751,56563.34222,Asia
866,Saudi Arabia,2014,-3.931994,56613.475043,Asia
867,Saudi Arabia,2015,-20.98719,49491.338595,Asia
868,Saudi Arabia,2016,-13.78055,46289.747404,Asia
869,Saudi Arabia,2017,5.350249,47862.011832,Asia
870,Saudi Arabia,2018,2.408578,49189.778812,Asia
871,Saudi Arabia,2019,-14.14923,49055.641241,Asia
872,Slovenia,2000,-2.861717,18000.439484,Europe
873,Slovenia,2001,6.663217,18952.865227,Europe
874,Slovenia,2002,1.935002,20236.432071,Europe
875,Slovenia,2003,5.507564,21107.674871,Europe
876,Slovenia,2004,7.533235,22758.123247,Europe
877,Slovenia,2005,4.542169,23848.602419,Europe
878,Slovenia,2006,5.462903,25706.215605,Europe
879,Slovenia,2007,7.765541,27563.4752,Europe
880,Slovenia,2008,8.566976,29594.665839,Europe
881,Slovenia,2009,-12.72281,27511.166476,Europe
882,Slovenia,2010,-1.936202,27822.232624,Europe
883,Slovenia,2011,4.985989,28931.423641,Europe
884,Slovenia,2012,-3.859403,29048.325999,Europe
885,Slovenia,2013,1.97677,29979.618841,Europe
886,Slovenia,2014,1.078808,30872.72888,Europe
887,Slovenia,2015,-9.300736,31631.838376,Europe
888,Slovenia,2016,2.362389,33942.76789,Europe
889,Slovenia,2017,4.303879,36517.579273,Europe
890,Slovenia,2018,5.9999,39008.297051,Europe
891,Slovenia,2019,0.823753,42076.053931,Europe
892,South Africa,2000,5.14623,8654.350648,Africa
893,South Africa,2001,-0.8305241,8943.900488,Africa
894,South Africa,2002,8.185339,9193.556156,Africa
895,South Africa,2003,9.312357,9539.349702,Africa
896,South Africa,2004,8.075176,10119.569785,Africa
897,South Africa,2005,-1.095631,10853.502833,Africa
898,South Africa,2006,2.176855,11667.577783,Africa
899,South Africa,2007,1.770033,12463.506847,Africa
900,South Africa,2008,0.3545933,12914.496832,Africa
901,South Africa,2009,-16.0165,12628.696151,Africa
902,South Africa,2010,17.15592,12994.908386,Africa
903,South Africa,2011,3.141403,13503.769127,Africa
904,South Africa,2012,-0.3555317,13356.612371,Africa
905,South Africa,2013,4.980215,13787.93583,Africa
906,South Africa,2014,0.1198082,13815.551011,Africa
907,South Africa,2015,-5.883626,13941.996711,Africa
908,South Africa,2016,-6.704649,14006.152389,Africa
909,South Africa,2017,7.676466,14134.028896,Africa
910,South Africa,2018,3.052451,14545.431392,Africa
911,South Africa,2019,-4.209232,14654.557239,Africa
