,DATE2,MEASURES_NAME,Group,obvs,id,type
1276,2020-09,% Inactive,Female inactive due to long-term illness,0.307,2020-09 long-term,Inactivity due to illness
1292,2020-12,% Inactive,Female inactive due to temporary illness,0.013999999999999999,2020-12 temp,Inactivity due to illness
1296,2020-12,% Inactive,Female inactive due to long-term illness,0.307,2020-12 long-term,Inactivity due to illness
1312,2021-03,% Inactive,Female inactive due to temporary illness,0.012,2021-03 temp,Inactivity due to illness
1316,2021-03,% Inactive,Female inactive due to long-term illness,0.306,2021-03 long-term,Inactivity due to illness
1332,2021-06,% Inactive,Female inactive due to temporary illness,0.016,2021-06 temp,Inactivity due to illness
1336,2021-06,% Inactive,Female inactive due to long-term illness,0.295,2021-06 long-term,Inactivity due to illness
1352,2021-09,% Inactive,Female inactive due to temporary illness,0.022000000000000002,2021-09 temp,Inactivity due to illness
1356,2021-09,% Inactive,Female inactive due to long-term illness,0.267,2021-09 long-term,Inactivity due to illness
1372,2021-12,% Inactive,Female inactive due to temporary illness,0.028999999999999998,2021-12 temp,Inactivity due to illness
1376,2021-12,% Inactive,Female inactive due to long-term illness,0.271,2021-12 long-term,Inactivity due to illness
1392,2022-03,% Inactive,Female inactive due to temporary illness,0.027000000000000003,2022-03 temp,Inactivity due to illness
1396,2022-03,% Inactive,Female inactive due to long-term illness,0.276,2022-03 long-term,Inactivity due to illness
1412,2022-06,% Inactive,Female inactive due to temporary illness,0.025,2022-06 temp,Inactivity due to illness
1416,2022-06,% Inactive,Female inactive due to long-term illness,0.28600000000000003,2022-06 long-term,Inactivity due to illness
1432,2022-09,% Inactive,Female inactive due to temporary illness,0.025,2022-09 temp,Inactivity due to illness
1436,2022-09,% Inactive,Female inactive due to long-term illness,0.305,2022-09 long-term,Inactivity due to illness
1452,2022-12,% Inactive,Female inactive due to temporary illness,0.021,2022-12 temp,Inactivity due to illness
1456,2022-12,% Inactive,Female inactive due to long-term illness,0.319,2022-12 long-term,Inactivity due to illness
1472,2023-03,% Inactive,Female inactive due to temporary illness,0.024,2023-03 temp,Inactivity due to illness
1476,2023-03,% Inactive,Female inactive due to long-term illness,0.319,2023-03 long-term,Inactivity due to illness
0,2004-12,% Inactive,Total Inactive,0.303,2004-12 Inactive,Inactive
20,2005-03,% Inactive,Total Inactive,0.308,2005-03 Inactive,Inactive
40,2005-06,% Inactive,Total Inactive,0.307,2005-06 Inactive,Inactive
60,2005-09,% Inactive,Total Inactive,0.298,2005-09 Inactive,Inactive
80,2005-12,% Inactive,Total Inactive,0.298,2005-12 Inactive,Inactive
100,2006-03,% Inactive,Total Inactive,0.294,2006-03 Inactive,Inactive
120,2006-06,% Inactive,Total Inactive,0.28600000000000003,2006-06 Inactive,Inactive
140,2006-09,% Inactive,Total Inactive,0.29600000000000004,2006-09 Inactive,Inactive
160,2006-12,% Inactive,Total Inactive,0.29600000000000004,2006-12 Inactive,Inactive
180,2007-03,% Inactive,Total Inactive,0.29100000000000004,2007-03 Inactive,Inactive
200,2007-06,% Inactive,Total Inactive,0.29100000000000004,2007-06 Inactive,Inactive
220,2007-09,% Inactive,Total Inactive,0.28800000000000003,2007-09 Inactive,Inactive
240,2007-12,% Inactive,Total Inactive,0.285,2007-12 Inactive,Inactive
260,2008-03,% Inactive,Total Inactive,0.28300000000000003,2008-03 Inactive,Inactive
280,2008-06,% Inactive,Total Inactive,0.287,2008-06 Inactive,Inactive
300,2008-09,% Inactive,Total Inactive,0.29,2008-09 Inactive,Inactive
320,2008-12,% Inactive,Total Inactive,0.292,2008-12 Inactive,Inactive
340,2009-03,% Inactive,Total Inactive,0.3,2009-03 Inactive,Inactive
360,2009-06,% Inactive,Total Inactive,0.306,2009-06 Inactive,Inactive
380,2009-09,% Inactive,Total Inactive,0.301,2009-09 Inactive,Inactive
400,2009-12,% Inactive,Total Inactive,0.301,2009-12 Inactive,Inactive
420,2010-03,% Inactive,Total Inactive,0.299,2010-03 Inactive,Inactive
440,2010-06,% Inactive,Total Inactive,0.29600000000000004,2010-06 Inactive,Inactive
460,2010-09,% Inactive,Total Inactive,0.297,2010-09 Inactive,Inactive
480,2010-12,% Inactive,Total Inactive,0.29100000000000004,2010-12 Inactive,Inactive
500,2011-03,% Inactive,Total Inactive,0.28800000000000003,2011-03 Inactive,Inactive
520,2011-06,% Inactive,Total Inactive,0.281,2011-06 Inactive,Inactive
540,2011-09,% Inactive,Total Inactive,0.28,2011-09 Inactive,Inactive
560,2011-12,% Inactive,Total Inactive,0.276,2011-12 Inactive,Inactive
580,2012-03,% Inactive,Total Inactive,0.272,2012-03 Inactive,Inactive
600,2012-06,% Inactive,Total Inactive,0.27399999999999997,2012-06 Inactive,Inactive
620,2012-09,% Inactive,Total Inactive,0.27399999999999997,2012-09 Inactive,Inactive
640,2012-12,% Inactive,Total Inactive,0.276,2012-12 Inactive,Inactive
660,2013-03,% Inactive,Total Inactive,0.276,2013-03 Inactive,Inactive
680,2013-06,% Inactive,Total Inactive,0.27899999999999997,2013-06 Inactive,Inactive
700,2013-09,% Inactive,Total Inactive,0.276,2013-09 Inactive,Inactive
720,2013-12,% Inactive,Total Inactive,0.275,2013-12 Inactive,Inactive
740,2014-03,% Inactive,Total Inactive,0.278,2014-03 Inactive,Inactive
760,2014-06,% Inactive,Total Inactive,0.27699999999999997,2014-06 Inactive,Inactive
780,2014-09,% Inactive,Total Inactive,0.271,2014-09 Inactive,Inactive
800,2014-12,% Inactive,Total Inactive,0.276,2014-12 Inactive,Inactive
820,2015-03,% Inactive,Total Inactive,0.26899999999999996,2015-03 Inactive,Inactive
840,2015-06,% Inactive,Total Inactive,0.273,2015-06 Inactive,Inactive
860,2015-09,% Inactive,Total Inactive,0.278,2015-09 Inactive,Inactive
880,2015-12,% Inactive,Total Inactive,0.271,2015-12 Inactive,Inactive
900,2016-03,% Inactive,Total Inactive,0.272,2016-03 Inactive,Inactive
920,2016-06,% Inactive,Total Inactive,0.26899999999999996,2016-06 Inactive,Inactive
940,2016-09,% Inactive,Total Inactive,0.263,2016-09 Inactive,Inactive
960,2016-12,% Inactive,Total Inactive,0.26,2016-12 Inactive,Inactive
980,2017-03,% Inactive,Total Inactive,0.268,2017-03 Inactive,Inactive
1000,2017-06,% Inactive,Total Inactive,0.265,2017-06 Inactive,Inactive
1020,2017-09,% Inactive,Total Inactive,0.271,2017-09 Inactive,Inactive
1040,2017-12,% Inactive,Total Inactive,0.276,2017-12 Inactive,Inactive
1060,2018-03,% Inactive,Total Inactive,0.276,2018-03 Inactive,Inactive
1080,2018-06,% Inactive,Total Inactive,0.278,2018-06 Inactive,Inactive
1100,2018-09,% Inactive,Total Inactive,0.27399999999999997,2018-09 Inactive,Inactive
1120,2018-12,% Inactive,Total Inactive,0.272,2018-12 Inactive,Inactive
1140,2019-03,% Inactive,Total Inactive,0.267,2019-03 Inactive,Inactive
1160,2019-06,% Inactive,Total Inactive,0.262,2019-06 Inactive,Inactive
1180,2019-09,% Inactive,Total Inactive,0.264,2019-09 Inactive,Inactive
1200,2019-12,% Inactive,Total Inactive,0.262,2019-12 Inactive,Inactive
1220,2020-03,% Inactive,Total Inactive,0.259,2020-03 Inactive,Inactive
1240,2020-06,% Inactive,Total Inactive,0.26,2020-06 Inactive,Inactive
1260,2020-09,% Inactive,Total Inactive,0.268,2020-09 Inactive,Inactive
1280,2020-12,% Inactive,Total Inactive,0.28,2020-12 Inactive,Inactive
1300,2021-03,% Inactive,Total Inactive,0.287,2021-03 Inactive,Inactive
1320,2021-06,% Inactive,Total Inactive,0.27699999999999997,2021-06 Inactive,Inactive
1340,2021-09,% Inactive,Total Inactive,0.271,2021-09 Inactive,Inactive
1360,2021-12,% Inactive,Total Inactive,0.27,2021-12 Inactive,Inactive
1380,2022-03,% Inactive,Total Inactive,0.265,2022-03 Inactive,Inactive
1400,2022-06,% Inactive,Total Inactive,0.273,2022-06 Inactive,Inactive
1420,2022-09,% Inactive,Total Inactive,0.27399999999999997,2022-09 Inactive,Inactive
1440,2022-12,% Inactive,Total Inactive,0.263,2022-12 Inactive,Inactive
1460,2023-03,% Inactive,Total Inactive,0.26,2023-03 Inactive,Inactive
